strain	cluster	location	date	is_unique	new_clusters
USA/WA-S12572/2021	393	North_King_County	2021-09-15	True	1521
USA/WA-CDC-UW21100274292/2021	393	North_King_County	2021-10-02	False	1521
USA/WA-CDC-UW21101505916/2021	394	South_King_County	2021-10-15	True	1522
USA/WA-S15098/2021	394	North_King_County	2021-10-20	False	1522
USA/WA-UW-21100535789/2021	394	North_King_County	2021-10-05	False	1522
USA/WA-UW-21100556002/2021	394	North_King_County	2021-10-05	False	1522
USA/WA-PHL-006577/2021	395	South_King_County	2021-11-06	True	1523
USA/WA-CDC-UW21111599582/2021	396	North_King_County	2021-11-15	True	1524
USA/WA-UW-21092509930/2021	397	North_King_County	2021-09-25	True	1525
USA/WA-CDC-UW21111067255/2021	398	North_King_County	2021-11-10	True	1526
USA/WA-S9843/2021	399	South_King_County	2021-07-14	True	1527
USA/WA-CDC-UW21071752696/2021	400	North_King_County	2021-07-17	True	1528
USA/WA-CDC-UW21073062434/2021	400	North_King_County	2021-07-30	False	1528
USA/WA-UW-21101667206/2021	401	North_King_County	2021-10-16	True	1529
USA/WA-CDC-UW21090322185/2021	401	South_King_County	2021-09-03	False	1529
USA/WA-UW-21082021656/2021	402	North_King_County	2021-08-20	True	1530
USA/WA-UW-21072716906/2021	403	North_King_County	2021-07-27	True	1531
USA/WA-CDC-UW21073187892/2021	403	South_King_County	2021-07-31	False	1531
USA/WA-Altius-ALTCOV-XBSB6ZOBO5OH7HDG/2021	403	South_King_County	2021-06-15	False	1531
USA/WA-Altius-ALTCOV-TCCESQ4E52YR67BA/2021	403	South_King_County	2021-06-18	False	1531
USA/WA-CDC-UW21060519704/2021	403	North_King_County	2021-06-05	False	1531
USA/WA-CDC-UW21060772236/2021	403	North_King_County	2021-06-07	False	1531
USA/WA-UW-21060768398/2021	403	North_King_County	2021-06-07	False	1531
USA/WA-CDC-UW21060761364/2021	403	North_King_County	2021-06-07	False	1531
USA/WA-UW-21081977344/2021	404	North_King_County	2021-08-19	True	1532
USA/WA-S9567/2021	405	South_King_County	2021-06-29	True	1533
USA/WA-UW-21063084731/2021	406	South_King_County	2021-06-30	True	1534
USA/WA-UW-21060872037/2021	407	North_King_County	2021-06-08	True	1535
USA/WA-CDC-LC0200461/2021	408	South_King_County	2021-08-03	True	1536
USA/WA-PHL-007131/2021	409	South_King_County	2021-11-15	True	1537
USA/WA-CDC-ASC210453526/2021	410	North_King_County	2021-11-10	True	1538
USA/WA-UW-21081251038/2021	411	North_King_County	2021-08-12	True	1539
USA/WA-CDC-LC0273514/2021	412	North_King_County	2021-09-09	True	1540
USA/WA-CDC-UW21090218361/2021	413	South_King_County	2021-09-02	True	1541
USA/WA-CDC-UW21091692277/2021	414	North_King_County	2021-09-16	True	1542
USA/WA-UW-21102321412/2021	415	South_King_County	2021-10-23	True	1543
USA/WA-CDC-UW21090856033/2021	416	South_King_County	2021-09-08	True	1544
USA/WA-UW-21090620834/2021	416	South_King_County	2021-09-06	False	1544
USA/WA-CDC-LC0282187/2021	417	South_King_County	2021-09-09	True	1545
USA/WA-UW-21090869321/2021	418	South_King_County	2021-09-08	True	1546
USA/WA-UW-21072309822/2021	419	South_King_County	2021-07-23	True	1547
USA/WA-CDC-UW21102097967/2021	419	South_King_County	2021-10-20	False	1547
USA/WA-CDC-UW21101188516/2021	419	North_King_County	2021-10-11	False	1547
USA/WA-UW-21102976123/2021	420	North_King_County	2021-10-29	True	1548
USA/WA-CDC-UW21090750514/2021	421	South_King_County	2021-09-07	True	1549
USA/WA-CDC-UW21072635481/2021	422	South_King_County	2021-07-26	True	1550
USA/WA-CDC-UW21121778686/2021	423	South_King_County	2021-12-17	True	1551
USA/WA-CDC-LC0323362/2021	424	North_King_County	2021-10-01	True	1552
USA/WA-PHL-005014/2021	424	South_King_County	2021-10-04	False	1552
USA/WA-CDC-UW21090804773/2021	425	South_King_County	2021-09-08	True	1553
USA/WA-CDC-UW21091071101/2021	426	South_King_County	2021-09-10	True	1554
USA/WA-UW-21092341379/2021	427	South_King_County	2021-09-23	True	1555
USA/WA-UW-21080746708/2021	428	North_King_County	2021-08-07	True	1556
USA/WA-CDC-UW21102178251/2021	429	South_King_County	2021-10-21	True	1557
USA/WA-S13036/2021	430	North_King_County	2021-08-29	True	1558
USA/WA-CDC-UW21102168450/2021	431	North_King_County	2021-10-21	True	1559
USA/WA-CDC-UW21113098839/2021	432	North_King_County	2021-11-30	True	1560
USA/WA-CDC-UW21121089743/2021	433	North_King_County	2021-12-10	True	1561
USA/WA-CDC-UW21120990790/2021	433	North_King_County	2021-12-09	False	1561
USA/WA-UW-21112391983/2021	434	North_King_County	2021-11-23	True	1562
USA/WA-CDC-UW22012560272/2022	435	South_King_County	2022-01-25	True	1563
USA/WA-CDC-UW21080284981/2021	436	North_King_County	2021-08-02	True	1564
USA/WA-CDC-UW21072948806/2021	437	North_King_County	2021-07-29	True	1565
USA/WA-UW-21080209363/2021	438	North_King_County	2021-08-02	True	1566
USA/WA-S11929/2021	439	South_King_County	2021-08-18	True	1567
USA/WA-S13027/2021	440	North_King_County	2021-08-28	True	1568
USA/WA-CDC-UW21102213736/2021	441	North_King_County	2021-10-22	True	1569
USA/WA-CDC-UW21102144631/2021	441	North_King_County	2021-10-21	False	1569
USA/WA-UW-21112988106/2021	442	North_King_County	2021-11-29	True	1570
USA/WA-CDC-UW21110814425/2021	443	North_King_County	2021-11-08	True	1571
USA/WA-CDC-LC0328267/2021	444	North_King_County	2021-09-30	True	1572
USA/WA-CDC-UW21101566538/2021	445	South_King_County	2021-10-15	True	1573
USA/WA-CDC-UW21112263465/2021	446	South_King_County	2021-11-22	True	1574
USA/WA-CDC-UW21102294292/2021	447	North_King_County	2021-10-22	True	1575
USA/WA-PHL-008047/2021	448	South_King_County	2021-12-01	True	1576
USA/WA-UW-21081191799/2021	449	North_King_County	2021-08-11	True	1577
USA/WA-UW-21081109555/2021	450	North_King_County	2021-08-11	True	1578
USA/WA-UW-21080266859/2021	451	North_King_County	2021-08-02	True	1579
USA/WA-UW-21072769632/2021	451	North_King_County	2021-07-27	False	1579
USA/WA-PHL-001293/2021	451	North_King_County	2021-07-23	False	1579
USA/WA-CDC-LC0153054/2021	451	North_King_County	2021-07-30	False	1579
USA/WA-UW-21072846531/2021	451	South_King_County	2021-07-28	False	1579
USA/WA-CDC-UW21090761884/2021	451	North_King_County	2021-09-07	False	1579
USA/WA-UW-21072860397/2021	451	North_King_County	2021-07-28	False	1579
USA/WA-CDC-UW21072936516/2021	451	North_King_County	2021-07-29	False	1579
USA/WA-UW-21072939937/2021	451	North_King_County	2021-07-29	False	1579
USA/WA-CDC-UW21081858729/2021	452	North_King_County	2021-08-18	True	1580
USA/WA-CDC-LC0232207/2021	452	South_King_County	2021-08-19	False	1580
USA/WA-UW-21080714917/2021	453	North_King_County	2021-08-07	True	1581
USA/WA-UW-21072879677/2021	454	North_King_County	2021-07-28	True	1582
USA/WA-CDC-UW21073006868/2021	454	South_King_County	2021-07-30	False	1582
USA/WA-CDC-UW21080213619/2021	454	South_King_County	2021-08-02	False	1582
USA/WA-CDC-UW21081791648/2021	454	North_King_County	2021-08-17	False	1582
USA/WA-CDC-UW21092101853/2021	454	North_King_County	2021-09-21	False	1582
USA/WA-S12609/2021	454	North_King_County	2021-09-28	False	1582
USA/WA-S12935/2021	454	North_King_County	2021-09-28	False	1582
USA/WA-CDC-UW21101160727/2021	454	North_King_County	2021-10-11	False	1582
USA/WA-CDC-UW21092223973/2021	454	South_King_County	2021-09-22	False	1582
USA/WA-UW-21072443221/2021	454	North_King_County	2021-07-24	False	1582
USA/WA-UW-21072459329/2021	454	South_King_County	2021-07-24	False	1582
USA/WA-UW-21072391533/2021	454	North_King_County	2021-07-23	False	1582
USA/WA-UW-21072462606/2021	454	North_King_County	2021-07-24	False	1582
USA/WA-UW-21072738792/2021	454	North_King_County	2021-07-27	False	1582
USA/WA-S10683/2021	454	North_King_County	2021-07-29	False	1582
USA/WA-CDC-UW21073134613/2021	454	North_King_County	2021-07-31	False	1582
USA/WA-CDC-UW21073147405/2021	454	North_King_County	2021-07-31	False	1582
USA/WA-CDC-UW21073187502/2021	454	North_King_County	2021-07-31	False	1582
USA/WA-UW-21073077524/2021	454	North_King_County	2021-07-30	False	1582
USA/WA-CDC-UW21081462015/2021	454	South_King_County	2021-08-14	False	1582
USA/WA-S10049/2021	454	South_King_County	2021-07-26	False	1582
USA/WA-UW-21092861164/2021	455	North_King_County	2021-09-28	True	1583
USA/WA-CDC-UW21121786874/2021	456	North_King_County	2021-12-17	True	1584
USA/WA-CDC-UW21091868426/2021	457	North_King_County	2021-09-18	True	1585
USA/WA-CDC-UW21120836119/2021	458	North_King_County	2021-12-08	True	1586
USA/WA-CDC-UW21101401879/2021	459	North_King_County	2021-10-14	True	1587
USA/WA-CDC-UW21082550514/2021	460	North_King_County	2021-08-25	True	1588
USA/WA-CDC-UW21111063502/2021	461	North_King_County	2021-11-10	True	1589
USA/WA-CDC-UW21082503382/2021	462	North_King_County	2021-08-25	True	1590
USA/WA-UW-21081727570/2021	462	South_King_County	2021-08-17	False	1590
USA/WA-CDC-UW21062118200/2021	463	North_King_County	2021-06-21	True	1591
USA/WA-S14441/2021	464	South_King_County	2021-09-20	True	1592
USA/WA-CDC-LC0325145/2021	465	North_King_County	2021-10-08	True	1593
USA/WA-CDC-UW21111064675/2021	466	South_King_County	2021-11-10	True	1594
USA/WA-S15163/2021	467	North_King_County	2021-11-04	True	1595
USA/WA-CDC-UW21111025737/2021	467	South_King_County	2021-11-10	False	1595
USA/WA-CDC-UW21090910387/2021	468	South_King_County	2021-09-09	True	1596
USA/WA-CDC-UW21090790642/2021	469	South_King_County	2021-09-07	True	1597
USA/WA-CDC-UW21110941019/2021	470	North_King_County	2021-11-09	True	1598
USA/WA-CDC-UW21110801207/2021	471	North_King_County	2021-11-08	True	1599
USA/WA-CDC-UW21111010532/2021	472	North_King_County	2021-11-10	True	1600
USA/WA-CDC-UW21121774015/2021	473	South_King_County	2021-12-17	True	1601
USA/WA-CDC-UW21121396100/2021	474	North_King_County	2021-12-13	True	1602
USA/WA-CDC-UW21121475326/2021	474	South_King_County	2021-12-14	False	1602
USA/WA-UW-21091308698/2021	475	South_King_County	2021-09-13	True	1603
USA/WA-CDC-UW21082629626/2021	476	South_King_County	2021-08-26	True	1604
USA/WA-CDC-UW21101865662/2021	477	South_King_County	2021-10-18	True	1605
USA/WA-CDC-UW21101498118/2021	477	North_King_County	2021-10-14	False	1605
USA/WA-CDC-UW21092257235/2021	478	North_King_County	2021-09-22	True	1606
USA/WA-CDC-QDX30129820/2021	479	North_King_County	2021-10-15	True	1607
USA/WA-CDC-UW21121055795/2021	480	North_King_County	2021-12-10	True	1608
USA/WA-CDC-UW21121097230/2021	480	North_King_County	2021-12-10	False	1608
USA/WA-CDC-UW21121300810/2021	480	South_King_County	2021-12-13	False	1608
USA/WA-CDC-UW21121856776/2021	480	South_King_County	2021-12-18	False	1608
USA/WA-CDC-UW21121431291/2021	480	South_King_County	2021-12-14	False	1608
USA/WA-CDC-UW21121863615/2021	480	South_King_County	2021-12-18	False	1608
USA/WA-CDC-UW21110813244/2021	481	North_King_County	2021-11-08	True	1609
USA/WA-CDC-UW21090807350/2021	482	North_King_County	2021-09-08	True	1610
USA/WA-CDC-UW21121375210/2021	483	North_King_County	2021-12-13	True	1611
USA/WA-S10332/2021	484	South_King_County	2021-07-21	True	1612
USA/WA-PHL-005694/2021	485	South_King_County	2021-10-25	True	1613
USA/WA-CDC-UW21110872201/2021	486	South_King_County	2021-11-08	True	1614
USA/WA-CDC-UW21112936980/2021	486	South_King_County	2021-11-29	False	1614
USA/WA-CDC-UW21100229006/2021	487	South_King_County	2021-10-02	True	1615
USA/WA-PHL-005114/2021	488	South_King_County	2021-10-11	True	1616
USA/WA-PHL-005693/2021	489	South_King_County	2021-10-25	True	1617
USA/WA-UW-21102956418/2021	490	South_King_County	2021-10-29	True	1618
USA/WA-UW-21102813548/2021	490	South_King_County	2021-10-28	False	1618
USA/WA-CDC-UW21121339954/2021	491	North_King_County	2021-12-13	True	1619
USA/WA-S14324/2021	492	South_King_County	2021-09-04	True	1620
USA/WA-UW-21082760208/2021	492	South_King_County	2021-08-27	False	1620
USA/WA-CDC-UW21082643840/2021	493	South_King_County	2021-08-26	True	1621
USA/WA-CDC-UW21121123681/2021	494	North_King_County	2021-12-11	True	1622
USA/WA-CDC-UW21121486475/2021	495	North_King_County	2021-12-14	True	1623
USA/WA-CDC-UW21111019723/2021	496	North_King_County	2021-11-10	True	1624
USA/WA-CDC-UW21091723320/2021	497	North_King_County	2021-09-17	True	1625
USA/WA-UW-21102899931/2021	498	North_King_County	2021-10-28	True	1626
USA/WA-CDC-UW21090802517/2021	499	North_King_County	2021-09-08	True	1627
USA/WA-UW-21091422311/2021	500	North_King_County	2021-09-14	True	1628
USA/WA-CDC-UW21090855463/2021	501	South_King_County	2021-09-08	True	1629
USA/WA-CDC-UW21110896642/2021	502	South_King_County	2021-11-08	True	1630
USA/WA-CDC-UW21072392422/2021	503	North_King_County	2021-07-23	True	1631
USA/WA-CDC-LC0360829/2021	504	South_King_County	2021-10-29	True	1632
USA/WA-CDC-UW21111362941/2021	505	South_King_County	2021-11-13	True	1633
USA/WA-CDC-UW21102069596/2021	506	North_King_County	2021-10-20	True	1634
USA/WA-UW-21111547714/2021	507	North_King_County	2021-11-15	True	1635
USA/WA-PHL-007968/2021	508	South_King_County	2021-12-03	True	1636
USA/WA-UW-21111663292/2021	509	South_King_County	2021-11-16	True	1637
USA/WA-CDC-UW21121845415/2021	511	North_King_County	2021-12-18	True	1638
USA/WA-UW-21081797219/2021	512	North_King_County	2021-08-17	True	1639
USA/WA-CDC-UW21121450935/2021	513	North_King_County	2021-12-14	True	1640
USA/WA-PHL-005925/2021	514	South_King_County	2021-11-01	True	1641
USA/WA-PHL-005936/2021	515	North_King_County	2021-11-01	True	1642
USA/WA-CDC-UW21062633756/2021	516	North_King_County	2021-06-26	True	1643
USA/WA-S12579/2021	517	North_King_County	2021-09-20	True	1644
USA/WA-S11155/2021	518	North_King_County	2021-08-09	True	1645
USA/WA-CDC-UW21081610327/2021	519	South_King_County	2021-08-16	True	1646
USA/WA-CDC-UW21091015158/2021	520	North_King_County	2021-09-10	True	1647
USA/WA-CDC-UW21111141041/2021	521	North_King_County	2021-11-11	True	1648
USA/WA-CDC-UW21070621420/2021	522	North_King_County	2021-07-06	True	1649
USA/WA-UW-21061798985/2021	523	North_King_County	2021-06-17	True	1650
USA/WA-Altius-ALTCOV-SXY7JSOF73BGEVTC/2021	525	South_King_County	2021-07-06	True	1651
USA/WA-CDC-UW21062414653/2021	525	North_King_County	2021-06-24	False	1651
USA/WA-S9556/2021	525	South_King_County	2021-06-25	False	1651
USA/WA-CDC-UW21070726350/2021	526	North_King_County	2021-07-07	True	1652
USA/WA-CDC-UW21071418126/2021	527	South_King_County	2021-07-14	True	1653
USA/WA-CDC-UW21062495581/2021	528	North_King_County	2021-06-24	True	1654
USA/WA-CDC-UW21062427369/2021	529	North_King_County	2021-06-24	True	1655
USA/WA-CDC-UW21062543377/2021	530	North_King_County	2021-06-25	True	1656
USA/WA-CDC-UW21062747413/2021	530	North_King_County	2021-06-27	False	1656
USA/WA-PHL-001568/2021	531	North_King_County	2021-07-06	True	1657
USA/WA-CDC-UW21081770709/2021	532	South_King_County	2021-08-17	True	1658
USA/WA-UW-21090644766/2021	533	South_King_County	2021-09-06	True	1659
USA/WA-CDC-UW21091674224/2021	533	South_King_County	2021-09-16	False	1659
USA/WA-CDC-UW21090197852/2021	534	South_King_County	2021-09-01	True	1660
USA/WA-CDC-UW21091815756/2021	535	North_King_County	2021-09-18	True	1661
USA/WA-S9570/2021	536	South_King_County	2021-06-29	True	1662
USA/WA-CDC-UW21072982126/2021	538	South_King_County	2021-07-29	True	1663
USA/WA-CDC-LC0204955/2021	539	South_King_County	2021-08-18	True	1664
USA/WA-UW-21120250005/2021	540	South_King_County	2021-12-02	True	1665
USA/WA-CDC-UW21112313013/2021	541	North_King_County	2021-11-23	True	1666
USA/WA-UW-21120266714/2021	541	South_King_County	2021-12-02	False	1666
USA/WA-CDC-UW21120262500/2021	541	South_King_County	2021-12-02	False	1666
USA/WA-CDC-UW21120169798/2021	541	South_King_County	2021-12-01	False	1666
USA/WA-UW-2021041244547/2021	542	North_King_County	2021-04-12	True	1667
USA/WA-CDC-UW21102339064/2021	543	North_King_County	2021-10-23	True	1668
USA/WA-S13555/2021	544	South_King_County	2021-08-30	True	1669
USA/WA-CDC-UW21090752247/2021	544	South_King_County	2021-09-07	False	1669
USA/WA-Altius-ALTCOV-GELLGPUSHGAVRMUT/2021	545	South_King_County	2021-06-29	True	1670
USA/WA-CDC-UW21082727680/2021	546	South_King_County	2021-08-27	True	1671
USA/WA-CDC-LC0152967/2021	547	South_King_County	2021-07-27	True	1672
USA/WA-UW-21072644438/2021	548	South_King_County	2021-07-26	True	1673
USA/WA-CDC-UW21091063347/2021	549	North_King_County	2021-09-10	True	1674
USA/WA-CDC-UW21072285967/2021	550	North_King_County	2021-07-22	True	1675
USA/WA-CDC-UW21062415468/2021	551	North_King_County	2021-06-24	True	1676
USA/WA-CDC-UW21120949184/2021	552	North_King_County	2021-12-09	True	1677
USA/WA-CDC-UW21062338871/2021	553	North_King_County	2021-06-23	True	1678
USA/WA-S9584/2021	554	North_King_County	2021-06-30	True	1679
USA/WA-CDC-UW21072036124/2021	555	North_King_County	2021-07-20	True	1680
USA/WA-CDC-UW21080223667/2021	555	South_King_County	2021-08-02	False	1680
USA/WA-CDC-UW21073094277/2021	555	North_King_County	2021-07-30	False	1680
USA/WA-S12446/2021	556	South_King_County	2021-08-19	True	1681
USA/WA-CDC-UW21121033162/2021	557	North_King_County	2021-12-10	True	1682
USA/WA-UW-21111628430/2021	557	North_King_County	2021-11-16	False	1682
USA/WA-CDC-UW21112963520/2021	557	North_King_County	2021-11-29	False	1682
USA/WA-UW-21120252681/2021	557	North_King_County	2021-12-02	False	1682
USA/WA-CDC-UW21112935910/2021	557	North_King_County	2021-11-29	False	1682
USA/WA-S15472/2021	558	North_King_County	2021-10-10	True	1683
USA/WA-UW-21062940424/2021	559	North_King_County	2021-06-29	True	1684
USA/WA-UW-21062972239/2021	559	South_King_County	2021-06-29	False	1684
USA/WA-UW-21062988988/2021	559	North_King_County	2021-06-29	False	1684
USA/WA-CDC-UW21090978678/2021	560	South_King_County	2021-09-09	True	1685
USA/WA-CDC-UW21082871570/2021	560	South_King_County	2021-08-28	False	1685
USA/WA-S14446/2021	561	South_King_County	2021-09-20	True	1686
USA/WA-CDC-UW21121858814/2021	562	South_King_County	2021-12-18	True	1687
USA/WA-CDC-UW21121035940/2021	562	South_King_County	2021-12-10	False	1687
USA/WA-CDC-UW21120874165/2021	562	North_King_County	2021-12-08	False	1687
USA/WA-CDC-UW21120492265/2021	563	North_King_County	2021-12-04	True	1688
USA/WA-CDC-UW21112940783/2021	564	South_King_County	2021-11-29	True	1689
USA/WA-CDC-UW21112942414/2021	564	South_King_County	2021-11-29	False	1689
USA/WA-S14294/2021	565	North_King_County	2021-09-11	True	1690
USA/WA-UW-21092884933/2021	566	North_King_County	2021-09-28	True	1691
USA/WA-PHL-005106/2021	567	South_King_County	2021-10-11	True	1692
USA/WA-CDC-UW21100199951/2021	567	South_King_County	2021-10-01	False	1692
USA/WA-UW-21102895862/2021	567	South_King_County	2021-10-28	False	1692
USA/WA-CDC-UW21100218557/2021	567	South_King_County	2021-10-02	False	1692
USA/WA-S14849/2021	567	North_King_County	2021-10-06	False	1692
USA/WA-PHL-005464/2021	568	South_King_County	2021-10-18	True	1693
USA/WA-CDC-UW21112389345/2021	569	South_King_County	2021-11-23	True	1694
USA/WA-CDC-UW21102397729/2021	569	South_King_County	2021-10-23	False	1694
USA/WA-CDC-UW21102566415/2021	569	South_King_County	2021-10-25	False	1694
USA/WA-CDC-UW21111087947/2021	569	South_King_County	2021-11-10	False	1694
USA/WA-CDC-UW21110894603/2021	569	North_King_County	2021-11-08	False	1694
USA/WA-UW-21120209597/2021	569	North_King_County	2021-12-02	False	1694
USA/WA-CDC-UW21120107194/2021	569	North_King_County	2021-12-01	False	1694
USA/WA-CDC-UW21121198918/2021	569	North_King_County	2021-12-11	False	1694
USA/WA-CDC-UW21120866791/2021	569	North_King_County	2021-12-08	False	1694
USA/WA-CDC-UW21112606286/2021	570	North_King_County	2021-11-26	True	1695
USA/WA-CDC-UW21111991179/2021	571	North_King_County	2021-11-19	True	1696
USA/WA-CDC-UW21110806259/2021	571	North_King_County	2021-11-08	False	1696
USA/WA-CDC-UW21111340375/2021	571	North_King_County	2021-11-13	False	1696
USA/WA-CDC-UW21111141633/2021	571	North_King_County	2021-11-11	False	1696
USA/WA-CDC-UW21121424278/2021	572	North_King_County	2021-12-14	True	1697
USA/WA-CDC-UW21120818624/2021	572	North_King_County	2021-12-08	False	1697
USA/WA-UW-21111870066/2021	573	South_King_County	2021-11-18	True	1698
USA/WA-CDC-UW21120927100/2021	574	North_King_County	2021-12-09	True	1699
USA/WA-CDC-UW21121406415/2021	574	North_King_County	2021-12-14	False	1699
USA/WA-CDC-UW21121705626/2021	574	North_King_County	2021-12-17	False	1699
USA/WA-CDC-UW21121320522/2021	574	North_King_County	2021-12-13	False	1699
USA/WA-UW-21121487906/2021	575	South_King_County	2021-12-14	True	1700
USA/WA-CDC-UW21090298782/2021	576	North_King_County	2021-09-02	True	1701
USA/WA-PHL-005657/2021	576	South_King_County	2021-10-25	False	1701
USA/WA-CDC-UW21121883549/2021	577	North_King_County	2021-12-18	True	1702
USA/WA-S9849/2021	578	South_King_County	2021-07-15	True	1703
USA/WA-CDC-UW21121434456/2021	579	North_King_County	2021-12-14	True	1704
USA/WA-CDC-UW21090136329/2021	580	North_King_County	2021-09-01	True	1705
USA/WA-CDC-UW21120281397/2021	581	South_King_County	2021-12-02	True	1706
USA/WA-CDC-UW21082751066/2021	583	North_King_County	2021-08-27	True	1707
USA/WA-UW-21092116781/2021	584	North_King_County	2021-09-21	True	1708
USA/WA-CDC-UW21100984177/2021	585	North_King_County	2021-10-09	True	1709
USA/WA-S15658/2021	586	South_King_County	2021-11-03	True	1710
USA/WA-S15168/2021	587	North_King_County	2021-11-06	True	1711
USA/WA-CDC-UW21120228471/2021	588	North_King_County	2021-12-02	True	1712
USA/WA-UW-21080209308/2021	589	North_King_County	2021-08-02	True	1713
USA/WA-CDC-LC0302034/2021	590	North_King_County	2021-09-20	True	1714
USA/WA-CDC-UW21112373257/2021	591	North_King_County	2021-11-23	True	1715
USA/WA-CDC-UW21111168647/2021	592	North_King_County	2021-11-11	True	1716
USA/WA-CDC-UW21111159546/2021	592	North_King_County	2021-11-11	False	1716
USA/WA-CDC-UW21111115675/2021	593	South_King_County	2021-11-11	True	1717
USA/WA-CDC-UW21121376696/2021	594	North_King_County	2021-12-13	True	1718
USA/WA-CDC-UW21070620589/2021	595	North_King_County	2021-07-06	True	1719
USA/WA-UW-21072702454/2021	596	North_King_County	2021-07-27	True	1720
USA/WA-S12444/2021	597	South_King_County	2021-08-18	True	1721
USA/WA-S11996/2021	597	South_King_County	2021-08-24	False	1721
USA/WA-CDC-UW21112217475/2021	598	North_King_County	2021-11-22	True	1722
USA/WA-CDC-UW21111317058/2021	598	North_King_County	2021-11-13	False	1722
USA/WA-UW-21111555069/2021	598	North_King_County	2021-11-15	False	1722
USA/WA-CDC-UW21120200919/2021	599	South_King_County	2021-12-02	True	1723
USA/WA-CDC-UW21120216162/2021	599	North_King_County	2021-12-02	False	1723
USA/WA-CDC-UW21120299098/2021	600	South_King_County	2021-12-02	True	1724
USA/WA-CDC-UW21073183407/2021	601	North_King_County	2021-07-31	True	1725
USA/WA-S15625/2021	602	North_King_County	2021-11-16	True	1726
USA/WA-CDC-UW21111996549/2021	602	North_King_County	2021-11-19	False	1726
USA/WA-UW-21111920573/2021	602	North_King_County	2021-11-19	False	1726
USA/WA-CDC-UW21111355248/2021	603	North_King_County	2021-11-13	True	1727
USA/WA-UW-21111690825/2021	604	South_King_County	2021-11-16	True	1728
USA/WA-CDC-UW21121050411/2021	605	South_King_County	2021-12-10	True	1729
USA/WA-CDC-UW21120115413/2021	606	North_King_County	2021-12-01	True	1730
USA/WA-UW-21111539026/2021	607	South_King_County	2021-11-15	True	1731
USA/WA-UW-21072854839/2021	608	South_King_County	2021-07-28	True	1732
USA/WA-CDC-LC0336256/2021	609	South_King_County	2021-10-09	True	1733
USA/WA-CDC-LC0367943/2021	610	North_King_County	2021-11-02	True	1734
USA/WA-CDC-UW21081469983/2021	611	North_King_County	2021-08-14	True	1735
USA/WA-CDC-UW21120211284/2021	612	North_King_County	2021-12-02	True	1736
USA/WA-CDC-UW21120873916/2021	613	North_King_County	2021-12-08	True	1737
USA/WA-UW-21071353120/2021	614	North_King_County	2021-07-13	True	1738
USA/WA-CDC-UW21110891183/2021	615	South_King_County	2021-11-08	True	1739
USA/WA-CDC-UW21073113254/2021	616	South_King_County	2021-07-31	True	1740
USA/WA-CDC-UW21091643103/2021	617	South_King_County	2021-09-16	True	1741
USA/WA-CDC-UW21120330149/2021	618	North_King_County	2021-12-03	True	1742
USA/WA-CDC-UW21082555400/2021	619	North_King_County	2021-08-25	True	1743
USA/WA-CDC-UW21080916108/2021	620	South_King_County	2021-08-09	True	1744
USA/WA-CDC-UW21120985888/2021	621	North_King_County	2021-12-09	True	1745
USA/WA-CDC-UW21120849283/2021	621	North_King_County	2021-12-08	False	1745
USA/WA-CDC-UW21120954572/2021	621	North_King_County	2021-12-09	False	1745
USA/WA-CDC-UW21120944242/2021	621	North_King_County	2021-12-09	False	1745
USA/WA-CDC-UW21121141165/2021	621	North_King_County	2021-12-11	False	1745
USA/WA-CDC-UW21121307988/2021	621	North_King_County	2021-12-13	False	1745
USA/WA-CDC-UW22010226634/2022	621	North_King_County	2022-01-02	False	1745
USA/WA-CDC-UW21121612838/2021	621	North_King_County	2021-12-16	False	1745
USA/WA-CDC-UW21120866630/2021	621	North_King_County	2021-12-08	False	1745
USA/WA-CDC-UW21120928316/2021	621	North_King_County	2021-12-09	False	1745
USA/WA-CDC-UW21120844603/2021	621	North_King_County	2021-12-08	False	1745
USA/WA-S15674/2021	621	North_King_County	2021-11-28	False	1745
USA/WA-CDC-UW21120725136/2021	621	North_King_County	2021-12-07	False	1745
USA/WA-S18278/2021	621	North_King_County	2021-12-06	False	1745
USA/WA-CDC-UW21121399914/2021	621	North_King_County	2021-12-13	False	1745
USA/WA-CDC-UW21121449429/2021	621	North_King_County	2021-12-14	False	1745
USA/WA-CDC-UW21120851910/2021	621	North_King_County	2021-12-08	False	1745
USA/WA-CDC-UW21121199040/2021	621	North_King_County	2021-12-11	False	1745
USA/WA-CDC-UW21121044799/2021	621	North_King_County	2021-12-10	False	1745
USA/WA-CDC-UW21121073431/2021	621	South_King_County	2021-12-10	False	1745
USA/WA-CDC-UW21121096101/2021	621	North_King_County	2021-12-10	False	1745
USA/WA-CDC-UW21121402765/2021	621	North_King_County	2021-12-14	False	1745
USA/WA-CDC-UW21121066912/2021	621	South_King_County	2021-12-10	False	1745
USA/WA-CDC-UW21121445217/2021	621	North_King_County	2021-12-14	False	1745
USA/WA-CDC-UW21121488946/2021	622	North_King_County	2021-12-14	True	1746
USA/WA-S15462/2021	623	North_King_County	2021-10-05	True	1747
USA/WA-CDC-UW21121041917/2021	624	North_King_County	2021-12-10	True	1748
USA/WA-CDC-UW21081658518/2021	625	South_King_County	2021-08-16	True	1749
USA/WA-UW-21120901918/2021	626	South_King_County	2021-12-09	True	1750
USA/WA-CDC-LC0427747/2021	627	South_King_County	2021-12-08	True	1751
