strain	cluster	location	date	variant
USA/WA-UW-21051041767/2021	338	South_King_County	2021-05-10	alpha
USA/WA-S6169/2021	339	South_King_County	2021-03-31	alpha
USA/WA-UW-21042336611/2021	340	North_King_County	2021-04-23	alpha
USA/WA-Altius-ALTCOV-TRV2SCG5BBVHP2HJ/2021	342	South_King_County	2021-05-24	alpha
USA/WA-UW-2021040205426/2021	343	South_King_County	2021-04-02	alpha
USA/WA-UW-21051029502/2021	344	North_King_County	2021-05-10	alpha
USA/WA-UW-21042149238/2021	344	North_King_County	2021-04-21	alpha
USA/WA-UW-21042827129/2021	345	North_King_County	2021-04-28	alpha
USA/WA-Altius-ALTCOV-SWQGHWVTJTAJWBES/2021	346	South_King_County	2021-04-23	alpha
USA/WA-UW-21043040101/2021	347	North_King_County	2021-04-30	alpha
USA/WA-CDC-LC0052930/2021	348	South_King_County	2021-04-20	alpha
USA/WA-UW-21051370889/2021	350	South_King_County	2021-05-13	alpha
USA/WA-CDC-UW21051134591/2021	350	North_King_County	2021-05-11	alpha
USA/WA-CDC-LC0059636/2021	350	South_King_County	2021-05-11	alpha
USA/WA-CDC-UW21062414905/2021	350	South_King_County	2021-06-24	alpha
USA/WA-CDC-UW21062428790/2021	350	South_King_County	2021-06-24	alpha
USA/WA-S9386/2021	350	South_King_County	2021-06-08	alpha
USA/WA-CDC-UW21062529437/2021	350	South_King_County	2021-06-25	alpha
USA/WA-CDC-UW21062405963/2021	350	South_King_County	2021-06-24	alpha
USA/WA-UW-21070247882/2021	350	North_King_County	2021-07-02	alpha
USA/WA-UW-21050305608/2021	350	South_King_County	2021-05-03	alpha
USA/WA-Altius-ALTCOV-DNYR6KELVOJ5P4SP/2021	351	South_King_County	2021-05-05	alpha
USA/WA-Altius-ALTCOV-EMR2IUJJU6LKEHT4/2021	352	South_King_County	2021-05-10	alpha
USA/WA-Altius-ALTCOV-BYU7637SRYD3PMF7/2021	352	South_King_County	2021-05-13	alpha
USA/WA-Altius-ALTCOV-SJ6ESIW56NHPDGWP/2021	352	South_King_County	2021-05-19	alpha
USA/WA-Altius-ALTCOV-RBHGIFTTNZLVLCCF/2021	352	South_King_County	2021-05-21	alpha
USA/WA-Altius-ALTCOV-KXKOXPCQA63XDYRO/2021	352	South_King_County	2021-05-24	alpha
USA/WA-Altius-ALTCOV-6IVU2CST6SAQLDAE/2021	352	South_King_County	2021-05-21	alpha
USA/WA-Altius-ALTCOV-2WHSDN5QV3CR62VV/2021	352	South_King_County	2021-06-01	alpha
USA/WA-CDC-UW21050450328/2021	354	North_King_County	2021-05-04	alpha
USA/WA-UW-21042912060/2021	355	North_King_County	2021-04-29	alpha
USA/WA-CDC-UW21050114398/2021	356	South_King_County	2021-05-01	alpha
USA/WA-CDC-UW21050664569/2021	356	North_King_County	2021-05-06	alpha
USA/WA-UW-21051585470/2021	356	South_King_County	2021-05-15	alpha
USA/WA-CDC-UW21051066733/2021	356	North_King_County	2021-05-10	alpha
USA/WA-S8633/2021	357	South_King_County	2021-05-21	alpha
USA/WA-CDC-UW21052420095/2021	358	South_King_County	2021-05-24	alpha
USA/WA-CDC-UW21050464579/2021	359	North_King_County	2021-05-04	alpha
USA/WA-S7320/2021	360	North_King_County	2021-04-19	alpha
USA/WA-UW-21052120365/2021	360	North_King_County	2021-05-21	alpha
USA/WA-UW-21050118009/2021	361	South_King_County	2021-05-01	alpha
USA/WA-Altius-ALTCOV-PRDKC4Q2WCCMG3DV/2021	362	South_King_County	2021-05-21	alpha
USA/WA-Altius-ALTCOV-6J4NED4DDDBIO4SF/2021	362	South_King_County	2021-05-21	alpha
USA/WA-Altius-ALTCOV-34BCXK2K2CHYYDAQ/2021	362	South_King_County	2021-05-21	alpha
USA/WA-CDC-UW21051724372/2021	362	South_King_County	2021-05-17	alpha
USA/WA-Altius-ALTCOV-CWWZ6RL3BI5GDXDT/2021	362	North_King_County	2021-04-12	alpha
USA/WA-CDC-UW21051247395/2021	363	North_King_County	2021-05-12	alpha
USA/WA-CDC-UW21052014117/2021	363	North_King_County	2021-05-20	alpha
USA/WA-UW-21051091195/2021	364	North_King_County	2021-05-10	alpha
USA/WA-CDC-UW21052573876/2021	365	North_King_County	2021-05-25	alpha
USA/WA-CDC-UW21051206446/2021	365	North_King_County	2021-05-12	alpha
USA/WA-CDC-UW21051228684/2021	365	North_King_County	2021-05-12	alpha
USA/WA-CDC-UW21052074128/2021	365	North_King_County	2021-05-20	alpha
USA/WA-CDC-UW21052585912/2021	365	North_King_County	2021-05-25	alpha
USA/WA-CDC-UW21052486417/2021	365	North_King_County	2021-05-24	alpha
USA/WA-UW-21051046853/2021	366	South_King_County	2021-05-10	alpha
USA/WA-UW-21051157666/2021	367	South_King_County	2021-05-11	alpha
USA/WA-Altius-ALTCOV-4EYOTP6B43VJJMCJ/2021	367	South_King_County	2021-05-03	alpha
USA/WA-UW-21050374832/2021	367	South_King_County	2021-05-03	alpha
USA/WA-Altius-ALTCOV-I6NEYYR4GQN37KRN/2021	367	South_King_County	2021-05-03	alpha
USA/WA-Altius-ALTCOV-BLFSX4GNFKNTPHQS/2021	367	South_King_County	2021-05-03	alpha
USA/WA-UW-21051014453/2021	367	South_King_County	2021-05-10	alpha
USA/WA-UW-21051037140/2021	367	South_King_County	2021-05-10	alpha
USA/WA-Altius-ALTCOV-W2BIPLMFN6Y5WZW4/2021	367	South_King_County	2021-05-06	alpha
USA/WA-S8265/2021	367	South_King_County	2021-05-05	alpha
USA/WA-UW-21050556053/2021	367	South_King_County	2021-05-05	alpha
USA/WA-CDC-UW21050442679/2021	367	North_King_County	2021-05-04	alpha
USA/WA-S6978/2021	368	South_King_County	2021-04-12	alpha
USA/WA-UW-2021041395821/2021	369	South_King_County	2021-04-13	alpha
USA/WA-UW-21041928805/2021	369	South_King_County	2021-04-19	alpha
USA/WA-S6849/2021	370	South_King_County	2021-04-05	alpha
USA/WA-S6979/2021	370	South_King_County	2021-04-12	alpha
USA/WA-CDC-UW21061465678/2021	371	North_King_County	2021-06-14	alpha
USA/WA-S8470/2021	372	South_King_County	2021-05-17	alpha
USA/WA-UW-21051882389/2021	372	South_King_County	2021-05-18	alpha
USA/WA-Altius-ALTCOV-HBBPRQMKH2NUU7UR/2021	373	South_King_County	2021-04-16	alpha
USA/WA-UW-21041427739/2021	374	North_King_County	2021-04-14	alpha
USA/WA-UW-21042318508/2021	375	North_King_County	2021-04-23	alpha
USA/WA-S6909/2021	376	North_King_County	2021-04-13	alpha
USA/WA-CDC-UW21050116741/2021	377	North_King_County	2021-05-01	alpha
USA/WA-CDC-UW21050485895/2021	378	North_King_County	2021-05-04	alpha
USA/WA-S7577/2021	379	North_King_County	2021-05-03	alpha
USA/WA-UW-21043028804/2021	380	South_King_County	2021-04-30	alpha
USA/WA-Altius-ALTCOV-6ADQCDZ3LIWH7BS2/2021	381	South_King_County	2021-04-29	alpha
USA/WA-Altius-ALTCOV-GTISY55JW62BUIAY/2021	381	North_King_County	2021-04-27	alpha
USA/WA-Altius-ALTCOV-YBMBS27NSUGWACCJ/2021	381	South_King_County	2021-05-03	alpha
USA/WA-S8595/2021	383	South_King_County	2021-05-18	alpha
USA/WA-UW-21042617420/2021	384	North_King_County	2021-04-26	alpha
USA/WA-CDC-UW21043093624/2021	384	North_King_County	2021-04-30	alpha
USA/WA-Altius-ALTCOV-MTUXYXATQ37P2KTD/2021	385	South_King_County	2021-05-13	alpha
USA/WA-Altius-ALTCOV-YWNFJ5KBDB4SZ5DD/2021	385	South_King_County	2021-05-13	alpha
USA/WA-CDC-UW21051351449/2021	385	South_King_County	2021-05-13	alpha
USA/WA-Altius-ALTCOV-LEHQJVNE63XLLIFU/2021	385	South_King_County	2021-05-20	alpha
USA/WA-Altius-ALTCOV-HI3B74DZDNF3X2FR/2021	385	South_King_County	2021-05-20	alpha
USA/WA-Altius-ALTCOV-MVYHVFLZGSQERMBF/2021	385	South_King_County	2021-05-20	alpha
USA/WA-Altius-ALTCOV-SNQMYPYD36S7M4XP/2021	386	South_King_County	2021-05-03	alpha
USA/WA-CDC-UW21060353361/2021	387	South_King_County	2021-06-03	alpha
USA/WA-CDC-UW21052400833/2021	387	South_King_County	2021-05-24	alpha
USA/WA-Altius-ALTCOV-OBLPC7ZGJYX5WHRR/2021	388	South_King_County	2021-05-13	alpha
USA/WA-UW-21061644079/2021	389	South_King_County	2021-06-16	alpha
USA/WA-Altius-ALTCOV-6KBGTAVYUMJ2OUTK/2021	390	South_King_County	2021-05-24	alpha
USA/WA-UW-21041965971/2021	391	South_King_County	2021-04-19	alpha
USA/WA-CDC-UW21051858107/2021	392	South_King_County	2021-05-18	alpha
USA/WA-CDC-UW21051317343/2021	392	South_King_County	2021-05-13	alpha
USA/WA-CDC-UW21050435696/2021	392	North_King_County	2021-05-04	alpha
USA/WA-UW-21050512925/2021	392	North_King_County	2021-05-05	alpha
USA/WA-CDC-UW21051330925/2021	392	North_King_County	2021-05-13	alpha
USA/WA-UW-21051177762/2021	392	South_King_County	2021-05-11	alpha
USA/WA-UW-21052792626/2021	392	South_King_County	2021-05-27	alpha
USA/WA-CDC-UW21052402570/2021	393	South_King_County	2021-05-24	alpha
USA/WA-UW-21060931534/2021	394	North_King_County	2021-06-09	alpha
USA/WA-Altius-ALTCOV-IC25NRE5LPAQKVTI/2021	395	South_King_County	2021-04-13	alpha
USA/WA-Altius-ALTCOV-MVOL65AISKAMBIBI/2021	395	South_King_County	2021-04-14	alpha
USA/WA-S8463/2021	397	South_King_County	2021-05-17	alpha
USA/WA-S7524/2021	398	North_King_County	2021-04-26	alpha
USA/WA-S7533/2021	399	North_King_County	2021-04-27	alpha
USA/WA-Altius-ALTCOV-DOKSL5ALBSUVNERI/2021	400	South_King_County	2021-04-20	alpha
USA/WA-CDC-UW21060477896/2021	400	South_King_County	2021-06-04	alpha
USA/WA-S5804/2021	401	South_King_County	2021-03-18	alpha
USA/WA-CDC-UW21062294186/2021	402	North_King_County	2021-06-22	alpha
USA/WA-CDC-UW21062330274/2021	402	North_King_County	2021-06-23	alpha
USA/WA-CDC-UW21062298391/2021	403	North_King_County	2021-06-22	alpha
USA/WA-UW-2021040302890/2021	404	North_King_County	2021-04-03	alpha
USA/WA-UW-2021040654016/2021	404	South_King_County	2021-04-06	alpha
USA/WA-CDC-UW21050160968/2021	404	North_King_County	2021-05-01	alpha
USA/WA-S7459/2021	404	South_King_County	2021-04-23	alpha
USA/WA-UW-2021040501887/2021	405	South_King_County	2021-04-05	alpha
USA/WA-UW-2021032904150/2021	406	North_King_County	2021-03-29	alpha
USA/WA-UW-2021032901078/2021	406	North_King_County	2021-03-29	alpha
USA/WA-PHL-001081/2021	406	North_King_County	2021-03-29	alpha
USA/WA-Altius-ALTCOV-DHCEF24BFPBGVXXS/2021	407	South_King_County	2021-05-04	alpha
USA/WA-CDC-UW21050605180/2021	407	North_King_County	2021-05-06	alpha
USA/WA-CDC-LC0059426/2021	407	North_King_County	2021-05-09	alpha
USA/WA-UW-21042634576/2021	407	North_King_County	2021-04-26	alpha
USA/WA-UW-21050392389/2021	407	North_King_County	2021-05-03	alpha
USA/WA-CDC-UW21051054633/2021	407	North_King_County	2021-05-10	alpha
USA/WA-UW-21051059482/2021	407	North_King_County	2021-05-10	alpha
USA/WA-CDC-UW21051365813/2021	407	South_King_County	2021-05-13	alpha
USA/WA-CDC-UW21051719721/2021	407	South_King_County	2021-05-17	alpha
USA/WA-CDC-UW21051211443/2021	407	North_King_County	2021-05-12	alpha
USA/WA-CDC-UW21051261424/2021	407	North_King_County	2021-05-12	alpha
USA/WA-S9382/2021	408	North_King_County	2021-05-31	alpha
USA/WA-Altius-ALTCOV-BQZYFUVVBAETNSTS/2021	409	South_King_County	2021-05-12	alpha
USA/WA-Altius-ALTCOV-LDS6JMLUWPW7KSBR/2021	410	South_King_County	2021-04-16	alpha
USA/WA-UW-21051181518/2021	411	North_King_County	2021-05-11	alpha
USA/WA-UW-21050571678/2021	412	North_King_County	2021-05-05	alpha
USA/WA-CDC-UW21050635330/2021	412	North_King_County	2021-05-06	alpha
USA/WA-S8113/2021	412	South_King_County	2021-05-16	alpha
USA/WA-UW-21051505472/2021	412	South_King_County	2021-05-15	alpha
USA/WA-CDC-UW21052539219/2021	413	North_King_County	2021-05-25	alpha
USA/WA-CDC-UW21050394523/2021	413	North_King_County	2021-05-03	alpha
USA/WA-UW-21042846978/2021	414	North_King_County	2021-04-28	alpha
USA/WA-CDC-UW21053191682/2021	415	South_King_County	2021-05-31	alpha
USA/WA-CDC-UW21052668354/2021	415	South_King_County	2021-05-26	alpha
USA/WA-Altius-ALTCOV-TZOQ65JT4TAJX6B3/2021	415	South_King_County	2021-04-30	alpha
USA/WA-Altius-ALTCOV-GR4QLGRJIYMRB7DF/2021	415	South_King_County	2021-04-29	alpha
USA/WA-CDC-UW21051489979/2021	415	North_King_County	2021-05-14	alpha
USA/WA-S8204/2021	415	North_King_County	2021-05-01	alpha
USA/WA-S8197/2021	415	South_King_County	2021-05-01	alpha
USA/WA-S8247/2021	416	South_King_County	2021-05-04	alpha
USA/WA-S8432/2021	416	South_King_County	2021-05-14	alpha
USA/WA-S8451/2021	416	South_King_County	2021-05-15	alpha
USA/WA-UW-2021041253752/2021	420	North_King_County	2021-04-12	alpha
USA/WA-CDC-UW21061942260/2021	421	South_King_County	2021-06-19	alpha
USA/WA-UW-68029/2021	422	North_King_County	2021-03-22	alpha
USA/WA-S5924/2021	423	North_King_County	2021-02-24	alpha
USA/WA-S8804/2021	424	North_King_County	2021-06-01	alpha
USA/WA-Altius-ALTCOV-XU7YD3SND4ZOXNTT/2021	425	South_King_County	2021-05-20	alpha
USA/WA-UW-2021040867566/2021	426	North_King_County	2021-04-08	alpha
USA/WA-CDC-UW21051986798/2021	427	North_King_County	2021-05-19	alpha
USA/WA-UW-21051456470/2021	427	North_King_County	2021-05-14	alpha
USA/WA-UW-21043077791/2021	427	North_King_County	2021-04-30	alpha
USA/WA-CDC-UW21051736039/2021	427	North_King_County	2021-05-17	alpha
USA/WA-CDC-UW21052020383/2021	428	North_King_County	2021-05-20	alpha
USA/WA-CDC-UW21051960361/2021	428	North_King_County	2021-05-19	alpha
USA/WA-CDC-UW21051948359/2021	428	North_King_County	2021-05-19	alpha
USA/WA-CDC-UW21051225256/2021	429	North_King_County	2021-05-12	alpha
USA/WA-CDC-UW21051280574/2021	429	North_King_County	2021-05-12	alpha
USA/WA-CDC-UW21052508059/2021	430	North_King_County	2021-05-25	alpha
USA/WA-S6119/2021	431	North_King_County	2021-04-05	alpha
USA/WA-UW-21042729387/2021	432	North_King_County	2021-04-27	alpha
USA/WA-S8112/2021	433	North_King_County	2021-05-16	alpha
USA/WA-AG-10109826/2021	434	South_King_County	2021-03-04	alpha
USA/WA-UW-67263/2021	435	North_King_County	2021-03-12	alpha
USA/WA-CDC-UW21061873035/2021	436	North_King_County	2021-06-18	alpha
USA/WA-CDC-UW21062807022/2021	436	North_King_County	2021-06-28	alpha
USA/WA-UW-21061767631/2021	436	North_King_County	2021-06-17	alpha
USA/WA-UW-21061742276/2021	436	North_King_County	2021-06-17	alpha
USA/WA-CDC-LC0085431/2021	436	South_King_County	2021-06-17	alpha
USA/WA-CDC-LC0085448/2021	436	South_King_County	2021-06-17	alpha
USA/WA-CDC-LC0085432/2021	436	South_King_County	2021-06-17	alpha
USA/WA-CDC-UW21081432749/2021	437	North_King_County	2021-08-14	alpha
USA/WA-UW-66102/2021	438	North_King_County	2021-03-03	alpha
USA/WA-S8807/2021	439	North_King_County	2021-06-02	alpha
USA/WA-Altius-ALTCOV-542ZOANVYWWLE4VJ/2021	441	South_King_County	2021-05-07	alpha
USA/WA-Altius-ALTCOV-DDPX45HMIWB2L6HG/2021	442	South_King_County	2021-05-03	alpha
USA/WA-Altius-ALTCOV-5QBRVAEZLKPCYSWA/2021	443	South_King_County	2021-05-19	alpha
USA/WA-CDC-UW21060436465/2021	444	South_King_County	2021-06-04	alpha
USA/WA-CDC-UW21060330540/2021	444	South_King_County	2021-06-03	alpha
USA/WA-UW-21042879111/2021	445	North_King_County	2021-04-28	alpha
USA/WA-Altius-ALTCOV-EV3T34OZ2TLJMHCV/2021	445	South_King_County	2021-06-08	alpha
USA/WA-Altius-ALTCOV-CIPQDK2UPK5LOHSV/2021	445	South_King_County	2021-04-19	alpha
USA/WA-Altius-ALTCOV-ITF7XHEMTPEOILCN/2021	445	South_King_County	2021-04-19	alpha
USA/WA-Altius-ALTCOV-K5T66AZUYMZRZ7EU/2021	446	South_King_County	2021-04-17	alpha
USA/WA-CDC-UW21062405431/2021	447	South_King_County	2021-06-24	alpha
USA/WA-UW-21061306523/2021	448	North_King_County	2021-06-13	alpha
USA/WA-S9357/2021	449	North_King_County	2021-06-21	alpha
USA/WA-S9520/2021	450	South_King_County	2021-06-22	alpha
USA/WA-CDC-UW21061810984/2021	450	South_King_County	2021-06-18	alpha
USA/WA-PHL-001059/2021	450	South_King_County	2021-06-14	alpha
USA/WA-Altius-ALTCOV-Q3M4SGS3IFMXLECP/2021	450	South_King_County	2021-07-06	alpha
USA/WA-PHL-001096/2021	451	North_King_County	2021-06-22	alpha
USA/WA-Altius-ALTCOV-7UPJR2SXIAG73RSP/2021	452	South_King_County	2021-06-12	alpha
USA/WA-PHL-001095/2021	453	South_King_County	2021-06-30	alpha
USA/WA-PHL-001058/2021	454	South_King_County	2021-06-13	alpha
USA/WA-Altius-ALTCOV-325OFXYOI3L2WMH3/2021	455	South_King_County	2021-06-24	alpha
USA/WA-S5595/2021	456	South_King_County	2021-03-04	alpha
USA/WA-UW-66223/2021	457	North_King_County	2021-03-02	alpha
USA/WA-UW-65840/2021	458	North_King_County	2021-03-01	alpha
USA/WA-UW-65785/2021	458	North_King_County	2021-03-03	alpha
USA/WA-UW-21050526344/2021	459	North_King_County	2021-05-05	alpha
USA/WA-UW-67292/2021	460	North_King_County	2021-03-12	alpha
USA/WA-UW-2021040308530/2021	461	North_King_County	2021-04-03	alpha
USA/WA-UW-21042836438/2021	462	North_King_County	2021-04-28	alpha
USA/WA-Altius-ALTCOV-WETFDO23FY2WK6SO/2021	463	South_King_County	2021-04-16	alpha
USA/WA-Altius-ALTCOV-ED6QYZI5PDPOVEGQ/2021	464	South_King_County	2021-05-03	alpha
USA/WA-Altius-ALTCOV-MLSNPDGJ7NFGXDWB/2021	465	South_King_County	2021-05-27	alpha
USA/WA-CDC-UW21062222950/2021	465	North_King_County	2021-06-22	alpha
USA/WA-CDC-UW21062508513/2021	465	North_King_County	2021-06-25	alpha
USA/WA-CDC-UW21062599744/2021	465	North_King_County	2021-06-25	alpha
USA/WA-UW-21063042353/2021	466	North_King_County	2021-06-30	alpha
USA/WA-UW-21063027833/2021	466	North_King_County	2021-06-30	alpha
USA/WA-CDC-UW21071933339/2021	467	North_King_County	2021-07-19	alpha
USA/WA-UW-66078/2021	468	South_King_County	2021-03-05	alpha
USA/WA-AG-10114157/2021	468	South_King_County	2021-03-10	alpha
USA/WA-UW-66114/2021	468	North_King_County	2021-03-03	alpha
USA/WA-UW-66234/2021	468	North_King_County	2021-03-04	alpha
USA/WA-UW-65369/2021	468	South_King_County	2021-02-27	alpha
USA/WA-UW-65368/2021	468	South_King_County	2021-02-27	alpha
USA/WA-UW-66222/2021	468	North_King_County	2021-03-02	alpha
USA/WA-UW-66233/2021	468	North_King_County	2021-03-05	alpha
USA/WA-UW-67203/2021	468	North_King_County	2021-03-11	alpha
USA/WA-UW-67458/2021	468	North_King_County	2021-03-17	alpha
USA/WA-S8261/2021	469	South_King_County	2021-05-05	alpha
USA/WA-Altius-ALTCOV-VX25TAWV2FFLZKBI/2021	470	South_King_County	2021-05-12	alpha
USA/WA-UW-21043083232/2021	471	North_King_County	2021-04-30	alpha
USA/WA-Altius-ALTCOV-D2W4ESX4GCO74JTA/2021	472	South_King_County	2021-04-23	alpha
USA/WA-Altius-ALTCOV-NSX4T4R3TYSUH6XG/2021	472	North_King_County	2021-04-23	alpha
USA/WA-Altius-ALTCOV-KECOEXV6Y6QMO2VI/2021	473	South_King_County	2021-06-24	alpha
USA/WA-CDC-UW21061992589/2021	473	North_King_County	2021-06-19	alpha
USA/WA-S9487/2021	473	North_King_County	2021-06-20	alpha
USA/WA-S6217/2021	474	North_King_County	2021-04-09	alpha
USA/WA-CDC-UW21062133427/2021	475	South_King_County	2021-06-21	alpha
USA/WA-CDC-UW21052582421/2021	476	North_King_County	2021-05-25	alpha
USA/WA-CDC-LC0043679/2021	477	South_King_County	2021-04-06	alpha
USA/WA-UW-21041205316/2021	477	North_King_County	2021-04-12	alpha
USA/WA-UW-2021040821735/2021	477	North_King_County	2021-04-08	alpha
USA/WA-S7518/2021	477	South_King_County	2021-04-21	alpha
USA/WA-UW-2021041019191/2021	477	North_King_County	2021-04-10	alpha
USA/WA-UW-2021040701318/2021	477	North_King_County	2021-04-07	alpha
USA/WA-UW-2021040864715/2021	477	North_King_County	2021-04-08	alpha
USA/WA-UW-2021040952286/2021	477	North_King_County	2021-04-09	alpha
USA/WA-Altius-ALTCOV-2PPTNQNDLOZV4LHS/2021	477	South_King_County	2021-04-26	alpha
USA/WA-UW-21071214811/2021	478	South_King_County	2021-07-12	alpha
USA/WA-CDC-UW21062453012/2021	478	South_King_County	2021-06-24	alpha
USA/WA-S10320/2021	478	South_King_County	2021-07-08	alpha
USA/WA-UW-21042638649/2021	480	North_King_County	2021-04-26	alpha
USA/WA-Altius-ALTCOV-IWKRPO53OWO4MNWB/2021	481	South_King_County	2021-05-06	alpha
USA/WA-UW-21043028225/2021	482	South_King_County	2021-04-30	alpha
USA/WA-CDC-UW21051124447/2021	483	North_King_County	2021-05-11	alpha
USA/WA-S7516/2021	484	North_King_County	2021-04-21	alpha
USA/WA-CDC-UW21072240407/2021	485	North_King_County	2021-07-22	alpha
USA/WA-S8779/2021	486	South_King_County	2021-05-28	alpha
USA/WA-S9128/2021	486	North_King_County	2021-05-28	alpha
USA/WA-S9133/2021	486	North_King_County	2021-05-28	alpha
USA/WA-CDC-UW21052093608/2021	486	North_King_County	2021-05-20	alpha
USA/WA-S8769/2021	486	South_King_County	2021-05-27	alpha
USA/WA-S9023/2021	487	South_King_County	2021-06-05	alpha
USA/WA-UW-21052102562/2021	488	North_King_County	2021-05-21	alpha
USA/WA-CDC-UW21060316855/2021	489	North_King_County	2021-06-03	alpha
USA/WA-CDC-UW21060464388/2021	489	North_King_County	2021-06-04	alpha
USA/WA-S8243/2021	490	South_King_County	2021-05-04	alpha
USA/WA-Altius-ALTCOV-ZUS6ZTHBSNFYQHW7/2021	491	South_King_County	2021-05-05	alpha
USA/WA-Altius-ALTCOV-KLGRRZTEBLHXW3HE/2021	491	South_King_County	2021-05-14	alpha
USA/WA-Altius-ALTCOV-R2MBNGFTTHXRWVFD/2021	491	South_King_County	2021-05-05	alpha
USA/WA-Altius-ALTCOV-UGPHTG2VJY4RHMUS/2021	491	South_King_County	2021-05-05	alpha
USA/WA-CDC-UW21060331800/2021	492	North_King_County	2021-06-03	alpha
USA/WA-CDC-UW21052620461/2021	492	South_King_County	2021-05-26	alpha
USA/WA-CDC-UW21051921332/2021	492	North_King_County	2021-05-19	alpha
USA/WA-Altius-ALTCOV-MEXDEPNJ55LPIUWA/2021	492	South_King_County	2021-05-18	alpha
USA/WA-Altius-ALTCOV-YLX4CYOCVM6VFQFS/2021	493	South_King_County	2021-05-19	alpha
USA/WA-UW-21052821016/2021	494	South_King_County	2021-05-28	alpha
USA/WA-Altius-ALTCOV-WZFEHUE4TMRUYBSM/2021	495	South_King_County	2021-06-14	alpha
USA/WA-S9012/2021	496	South_King_County	2021-06-03	alpha
USA/WA-S9006/2021	496	South_King_County	2021-06-03	alpha
USA/WA-Altius-ALTCOV-IFQO3JYLTUX5YWBN/2021	496	South_King_County	2021-05-25	alpha
USA/WA-Altius-ALTCOV-QVPU3Y6C7UOQQDVM/2021	496	South_King_County	2021-06-01	alpha
USA/WA-CDC-UW21060711088/2021	496	South_King_County	2021-06-07	alpha
USA/WA-CDC-UW21060712193/2021	496	South_King_County	2021-06-07	alpha
USA/WA-UW-21052723633/2021	496	North_King_County	2021-05-27	alpha
USA/WA-S6120/2021	497	North_King_County	2021-04-05	alpha
USA/WA-UW-68957/2021	497	North_King_County	2021-03-29	alpha
USA/WA-S6071/2021	497	North_King_County	2021-03-19	alpha
USA/WA-UW-69233/2021	497	North_King_County	2021-03-25	alpha
USA/WA-UW-2021033106521/2021	497	South_King_County	2021-03-31	alpha
USA/WA-UW-2021040107280/2021	498	South_King_County	2021-04-01	alpha
USA/WA-UW-66227/2021	499	North_King_County	2021-03-05	alpha
USA/WA-UW-2021040106517/2021	500	North_King_County	2021-04-01	alpha
USA/WA-UW-21043085122/2021	501	South_King_County	2021-04-30	alpha
USA/WA-UW-21051833645/2021	501	South_King_County	2021-05-18	alpha
USA/WA-CDC-UW21060169394/2021	501	South_King_County	2021-06-01	alpha
USA/WA-UW-21051816855/2021	501	South_King_County	2021-05-18	alpha
USA/WA-CDC-UW21053156386/2021	501	South_King_County	2021-05-31	alpha
USA/WA-Altius-ALTCOV-XTYSKMMGA5ZUVXEX/2021	501	South_King_County	2021-05-21	alpha
USA/WA-Altius-ALTCOV-6Q3UJQJ2RDJI2MWU/2021	501	South_King_County	2021-05-21	alpha
USA/WA-JAX-JAX000852/2021	502	North_King_County	2021-04-08	alpha
USA/WA-PHL-001115/2021	503	South_King_County	2021-06-24	alpha
USA/WA-CDC-UW21051749974/2021	504	South_King_County	2021-05-17	alpha
USA/WA-CDC-UW21051586746/2021	504	North_King_County	2021-05-15	alpha
USA/WA-CDC-UW21051392040/2021	504	South_King_County	2021-05-13	alpha
USA/WA-Altius-ALTCOV-M45ER7SBVUXOKLV5/2021	504	South_King_County	2021-05-17	alpha
USA/WA-UW-21051525803/2021	505	South_King_County	2021-05-15	alpha
USA/WA-S6316/2021	506	South_King_County	2021-03-24	alpha
USA/WA-Altius-ALTCOV-AYKOCSEQTMAYUCH4/2021	506	South_King_County	2021-04-16	alpha
USA/WA-UW-21041963764/2021	506	South_King_County	2021-04-19	alpha
USA/WA-S6825/2021	506	South_King_County	2021-04-05	alpha
USA/WA-UW-2021040505683/2021	506	North_King_County	2021-04-05	alpha
USA/WA-S6844/2021	506	South_King_County	2021-04-05	alpha
USA/WA-S8237/2021	507	South_King_County	2021-05-04	alpha
USA/WA-UW-21041932788/2021	508	North_King_County	2021-04-19	alpha
USA/WA-CDC-UW21050642792/2021	508	North_King_County	2021-05-06	alpha
USA/WA-S8662/2021	508	South_King_County	2021-05-25	alpha
USA/WA-CDC-LC0067286/2021	508	South_King_County	2021-05-24	alpha
USA/WA-Altius-ALTCOV-JNX3KM76RBZ5XIGL/2021	508	South_King_County	2021-04-19	alpha
USA/WA-Altius-ALTCOV-54QQ6ULKE67CI3BN/2021	508	South_King_County	2021-04-20	alpha
USA/WA-Altius-ALTCOV-YGKEOA3ZEMSBRTGS/2021	508	South_King_County	2021-04-19	alpha
USA/WA-S7037/2021	508	South_King_County	2021-04-18	alpha
USA/WA-Altius-ALTCOV-MOK2G5UGNA4RWFTD/2021	508	South_King_County	2021-04-26	alpha
USA/WA-Altius-ALTCOV-COKNDYWWTVP6BUDK/2021	508	South_King_County	2021-04-23	alpha
USA/WA-UW-2021041256972/2021	508	North_King_County	2021-04-12	alpha
USA/WA-CDC-UW21051213562/2021	508	North_King_County	2021-05-12	alpha
USA/WA-UW-21052221881/2021	508	North_King_County	2021-05-22	alpha
USA/WA-UW-21052218193/2021	508	North_King_County	2021-05-22	alpha
USA/WA-UW-21051065459/2021	508	North_King_County	2021-05-10	alpha
USA/WA-UW-21052891602/2021	508	North_King_County	2021-05-28	alpha
