strain	cluster	location	date
USA/WA-S3272/2020	985	North_King_County	2020-10-28
USA/WA-S3284/2020	985	North_King_County	2020-11-05
USA/WA-S3286/2020	985	North_King_County	2020-11-05
USA/WA-S3269/2020	985	North_King_County	2020-10-23
USA/WA-S3292/2020	985	North_King_County	2020-11-07
USA/WA-S3288/2020	985	North_King_County	2020-11-06
USA/WA-S2905/2020	985	North_King_County	2020-10-04
USA/WA-S2899/2020	985	North_King_County	2020-10-02
USA/WA-S5003/2020	985	North_King_County	2020-10-30
USA/WA-S2881/2020	985	North_King_County	2020-09-28
USA/WA-S3259/2020	985	North_King_County	2020-10-16
USA/WA-S3266/2020	985	North_King_County	2020-10-20
USA/WA-S3273/2020	985	North_King_County	2020-10-31
USA/WA-S3279/2020	985	North_King_County	2020-11-03
USA/WA-S3277/2020	985	North_King_County	2020-11-03
USA/WA-S3275/2020	985	North_King_County	2020-11-01
USA/WA-S3716/2020	985	North_King_County	2020-11-20
USA/WA-S4687/2020	985	North_King_County	2020-11-14
USA/WA-S3282/2020	985	North_King_County	2020-11-04
USA/WA-S3287/2020	985	North_King_County	2020-11-05
USA/WA-S3289/2020	985	North_King_County	2020-11-06
USA/WA-S2882/2020	985	North_King_County	2020-09-28
USA/WA-S2883/2020	985	North_King_County	2020-09-28
USA/WA-S2898/2020	985	North_King_County	2020-10-02
USA/WA-S2900/2020	985	North_King_County	2020-10-02
USA/WA-S2901/2020	985	North_King_County	2020-10-02
USA/WA-S2897/2020	985	North_King_County	2020-10-02
USA/WA-S2887/2020	985	North_King_County	2020-09-29
USA/WA-S2886/2020	985	North_King_County	2020-09-29
USA/WA-S2889/2020	985	North_King_County	2020-10-01
USA/WA-S2904/2020	985	North_King_County	2020-10-04
USA/WA-S3242/2020	985	North_King_County	2020-10-07
USA/WA-S2909/2020	985	North_King_County	2020-10-05
USA/WA-S2911/2020	985	North_King_County	2020-10-05
USA/WA-S2910/2020	985	North_King_County	2020-10-05
USA/WA-S3261/2020	985	North_King_County	2020-10-19
USA/WA-S3263/2020	985	North_King_County	2020-10-20
USA/WA-S3253/2020	985	North_King_County	2020-10-13
USA/WA-S3254/2020	985	North_King_County	2020-10-14
USA/WA-S3680/2021	986	South_King_County	2021-01-09
USA/WA-UW-66426/2021	987	North_King_County	2021-03-05
USA/WA-UW-62360/2021	988	North_King_County	2021-02-22
USA/WA-UW-65986/2021	989	North_King_County	2021-03-04
USA/WA-UW-47383/2020	990	North_King_County	2020-12-12
USA/WA-S3905/2021	991	North_King_County	2021-01-06
USA/WA-S4147/2020	992	South_King_County	2020-11-22
USA/WA-UW-46880/2020	992	South_King_County	2020-12-12
USA/WA-S11479/2020	993	South_King_County	2020-12-11
USA/WA-S4070/2021	994	South_King_County	2021-01-18
USA/WA-S4913/2021	995	South_King_County	2021-02-03
USA/WA-UW-64840/2021	996	North_King_County	2021-02-23
USA/WA-UW-62764/2021	997	North_King_County	2021-01-22
USA/WA-UW-10191/2020	998	South_King_County	2020-06-01
USA/WA-UW-60366/2021	999	South_King_County	2021-01-23
USA/WA-UW-22212/2020	1000	South_King_County	2020-08-03
USA/WA-S4083/2021	1001	North_King_County	2021-01-19
USA/WA-S4657/2021	1001	South_King_County	2021-01-23
USA/WA-UW-68666/2021	1002	North_King_County	2021-03-26
USA/WA-Altius-ALTCOV-25KLC6FZRLHFZMEA/2021	1003	South_King_County	2021-05-17
USA/WA-S8857/2021	1003	South_King_County	2021-05-20
USA/WA-CDC-UW21060241418/2021	1004	South_King_County	2021-06-02
USA/WA-CDC-UW21060110917/2021	1004	South_King_County	2021-06-01
USA/WA-S6013/2021	1005	South_King_County	2021-03-26
USA/WA-Altius-ALTCOV-6QI6JPPRJG27V6XT/2021	1005	South_King_County	2021-04-15
USA/WA-CDC-UW21070670919/2021	1006	North_King_County	2021-07-06
USA/WA-Altius-ALTCOV-BXWCYIYTKSIV42WF/2021	1007	South_King_County	2021-06-11
USA/WA-Altius-ALTCOV-XPCFRVNDOZ66WPVH/2021	1007	South_King_County	2021-06-10
USA/WA-Altius-ALTCOV-C7FSEACDD2KG4IRZ/2021	1007	South_King_County	2021-06-11
USA/WA-Altius-ALTCOV-BODLXM2OSNGDWLXX/2021	1007	South_King_County	2021-07-01
USA/WA-PHL-001176/2021	1008	North_King_County	2021-07-07
USA/WA-S3935/2021	1009	North_King_County	2021-01-09
USA/WA-S3759/2020	1009	South_King_County	2020-12-28
USA/WA-UW-65408/2021	1010	South_King_County	2021-02-23
USA/WA-S5235/2020	1012	South_King_County	2020-10-22
USA/WA-UW-26853/2020	1012	South_King_County	2020-09-02
USA/WA-UW-26866/2020	1012	South_King_County	2020-09-02
USA/WA-S2829/2020	1012	South_King_County	2020-09-08
USA/WA-S2814/2020	1012	South_King_County	2020-09-03
USA/WA-S2859/2020	1012	South_King_County	2020-09-17
USA/WA-UW-31622/2020	1012	South_King_County	2020-10-22
USA/WA-UW-2021040100156/2021	1013	North_King_County	2021-04-01
USA/WA-UW-21041984889/2021	1014	North_King_County	2021-04-19
USA/WA-UW-2021040863891/2021	1015	North_King_County	2021-04-08
USA/WA-UW-7007/2020	1016	South_King_County	2020-04-06
USA/WA-S2739/2020	1017	South_King_County	2020-07-16
USA/WA-S3511/2020	1018	South_King_County	2020-12-04
USA/WA-UW-47317/2020	1018	South_King_County	2020-12-14
USA/WA-S3509/2020	1018	South_King_County	2020-12-03
USA/WA-S5016/2020	1019	South_King_County	2020-11-02
USA/WA-S5239/2020	1019	South_King_County	2020-10-25
USA/WA-S4478/2021	1019	South_King_County	2021-01-15
USA/WA-S4830/2021	1019	South_King_County	2021-01-20
USA/WA-S4400/2020	1020	South_King_County	2020-11-15
USA/WA-UW-21061697548/2021	1021	North_King_County	2021-06-16
USA/WA-UW-23305/2020	1022	South_King_County	2020-08-07
USA/WA-S2815/2020	1023	North_King_County	2020-09-05
USA/WA-S3237/2020	1024	North_King_County	2020-10-05
USA/WA-S4995/2020	1025	North_King_County	2020-10-20
USA/WA-UW-22978/2020	1026	South_King_County	2020-08-10
USA/WA-UW-23365/2020	1026	South_King_County	2020-08-02
USA/WA-UW-23390/2020	1026	South_King_County	2020-08-11
USA/WA-UW-22892/2020	1026	South_King_County	2020-08-06
USA/WA-UW-21742/2020	1026	South_King_County	2020-08-05
USA/WA-UW-22077/2020	1026	South_King_County	2020-08-03
USA/WA-UW-23481/2020	1026	South_King_County	2020-08-11
USA/WA-S2852/2020	1026	South_King_County	2020-09-01
USA/WA-UW-23464/2020	1026	South_King_County	2020-08-10
USA/WA-S2798/2020	1026	South_King_County	2020-08-22
USA/WA-S2799/2020	1026	South_King_County	2020-08-23
USA/WA-S2732/2020	1027	North_King_County	2020-07-12
USA/WA-UW-22476/2020	1028	North_King_County	2020-08-05
USA/WA-UW-22454/2020	1028	North_King_County	2020-08-05
USA/WA-UW-4582/2020	1029	North_King_County	2020-03-31
USA/WA-UW-12911/2020	1029	North_King_County	2020-06-29
USA/WA-UW-10159/2020	1029	North_King_County	2020-06-02
USA/WA-UW-22316/2020	1029	North_King_County	2020-08-06
USA/WA-UW-9374/2020	1029	North_King_County	2020-05-16
USA/WA-UW-8511/2020	1029	North_King_County	2020-05-04
USA/WA-UW-4725/2020	1029	South_King_County	2020-04-06
USA/WA-UW-3783/2020	1029	North_King_County	2020-04-29
USA/WA-UW-12141/2020	1029	North_King_County	2020-06-26
USA/WA-UW-22148/2020	1029	North_King_County	2020-08-05
USA/WA-UW-24925/2020	1029	South_King_County	2020-08-12
USA/WA-UW-12173/2020	1029	North_King_County	2020-06-26
USA/WA-UW-12134/2020	1029	North_King_County	2020-06-26
USA/WA-UW-22407/2020	1029	South_King_County	2020-08-08
USA/WA-UW-13016/2020	1029	North_King_County	2020-06-30
USA/WA-UW-12632/2020	1029	South_King_County	2020-06-29
USA/WA-UW-11293/2020	1029	North_King_County	2020-06-21
USA/WA-UW-12388/2020	1029	North_King_County	2020-06-27
USA/WA-UW-21734/2020	1029	South_King_County	2020-08-05
USA/WA-UW-21721/2020	1029	North_King_County	2020-08-06
USA/WA-UW-23756/2020	1030	North_King_County	2020-08-09
USA/WA-UW-24785/2020	1030	North_King_County	2020-08-13
USA/WA-UW-23752/2020	1030	North_King_County	2020-08-10
USA/WA-UW-31265/2020	1031	North_King_County	2020-10-13
USA/WA-S3677/2021	1032	South_King_County	2021-01-09
USA/WA-S5050/2020	1032	South_King_County	2020-11-02
USA/WA-S3711/2020	1032	South_King_County	2020-11-17
USA/WA-S3303/2020	1032	South_King_County	2020-11-14
USA/WA-S5029/2020	1033	South_King_County	2020-11-08
USA/WA-S5041/2020	1033	South_King_County	2020-11-09
USA/WA-S4673/2020	1033	South_King_County	2020-11-12
USA/WA-S4158/2020	1033	South_King_County	2020-11-25
USA/WA-S3152/2020	1033	North_King_County	2020-11-18
USA/WA-S4275/2021	1034	South_King_County	2021-01-14
USA/WA-S4104/2021	1035	South_King_County	2021-01-18
USA/WA-S2819/2020	1036	North_King_County	2020-09-07
USA/WA-S4113/2021	1037	South_King_County	2021-01-18
USA/WA-S3712/2020	1038	North_King_County	2020-11-17
USA/WA-S3934/2021	1039	South_King_County	2021-01-09
USA/WA-S3481/2020	1040	South_King_County	2020-11-30
USA/WA-UW-47141/2020	1041	North_King_County	2020-12-16
USA/WA-S4141/2020	1042	South_King_County	2020-11-22
USA/WA-CDC-LC0009309/2021	1043	North_King_County	2021-01-24
USA/WA-UW-32807/2020	1044	North_King_County	2020-10-15
USA/WA-S5004/2020	1045	North_King_County	2020-10-27
USA/WA-S3714/2020	1046	North_King_County	2020-11-18
USA/WA-S3308/2020	1046	North_King_County	2020-11-17
USA/WA-S2772/2020	1047	North_King_County	2020-08-03
USA/WA-S2817/2020	1048	South_King_County	2020-09-05
USA/WA-S2816/2020	1048	South_King_County	2020-09-05
USA/WA-S2811/2020	1048	South_King_County	2020-09-02
USA/WA-S2813/2020	1048	South_King_County	2020-09-02
USA/WA-UW-32915/2020	1049	North_King_County	2020-10-17
USA/WA-UW-20102938280/2020	1049	North_King_County	2020-10-29
USA/WA-S2906/2020	1050	South_King_County	2020-10-04
USA/WA-S3247/2020	1050	South_King_County	2020-10-06
USA/WA-S5232/2020	1050	North_King_County	2020-10-26
USA/WA-S3923/2020	1051	North_King_County	2020-12-21
USA/WA-S3815/2021	1051	South_King_County	2021-01-03
USA/WA-S5234/2020	1052	North_King_County	2020-10-22
USA/WA-UW-31211/2020	1052	South_King_County	2020-10-13
USA/WA-UW-32725/2020	1053	North_King_County	2020-10-19
USA/WA-CDC-4010369-001/2020	1053	South_King_County	2020-10-07
USA/WA-S3465/2020	1053	North_King_County	2020-12-08
USA/WA-S3252/2020	1053	North_King_County	2020-10-11
USA/WA-S3256/2020	1053	North_King_County	2020-10-14
USA/WA-S4165/2020	1053	South_King_County	2020-11-27
USA/WA-UW-63337/2021	1054	South_King_County	2021-02-19
USA/WA-UW-21100947299/2021	1055	South_King_County	2021-10-09
USA/WA-S2890/2020	1056	South_King_County	2020-10-01
USA/WA-S2877/2020	1056	South_King_County	2020-09-24
USA/WA-S3300/2020	1056	North_King_County	2020-11-13
USA/WA-S3299/2020	1056	North_King_County	2020-11-12
USA/WA-UW-26859/2020	1057	South_King_County	2020-09-01
USA/WA-S4185/2021	1057	North_King_County	2021-01-17
USA/WA-S2876/2020	1058	South_King_County	2020-09-24
USA/WA-UW-27118/2020	1058	North_King_County	2020-09-05
USA/WA-UW-22365/2020	1059	South_King_County	2020-08-08
USA/WA-S2860/2020	1059	South_King_County	2020-09-17
USA/WA-S5600/2021	1060	South_King_County	2021-03-05
USA/WA-S4650/2021	1060	South_King_County	2021-01-23
USA/WA-UW-65930/2021	1060	North_King_County	2021-03-06
USA/WA-UW-66097/2021	1060	North_King_County	2021-03-05
USA/WA-S2885/2020	1061	North_King_County	2020-09-28
USA/WA-UW-60616/2021	1062	North_King_County	2021-01-29
USA/WA-S5240/2020	1063	South_King_County	2020-10-29
USA/WA-S3896/2021	1064	South_King_County	2021-01-04
USA/WA-UW-65227/2021	1064	North_King_County	2021-03-02
USA/WA-UW-66694/2021	1064	South_King_County	2021-03-09
USA/WA-UW-61490/2021	1065	North_King_County	2021-02-09
USA/WA-UW-61171/2021	1066	South_King_County	2021-02-06
USA/WA-S4129/2020	1067	North_King_County	2020-11-19
USA/WA-UW-60731/2021	1068	North_King_County	2021-01-30
USA/WA-UW-47418/2020	1069	North_King_County	2020-12-11
USA/WA-S2862/2020	1070	South_King_County	2020-09-18
USA/WA-S2824/2020	1071	South_King_County	2020-09-09
USA/WA-S2856/2020	1072	South_King_County	2020-09-11
USA/WA-S2822/2020	1072	South_King_County	2020-09-09
USA/WA-S2823/2020	1072	South_King_County	2020-09-09
USA/WA-S2825/2020	1072	South_King_County	2020-09-09
USA/WA-S3474/2020	1073	South_King_County	2020-11-29
USA/WA-S3510/2020	1073	South_King_County	2020-12-04
USA/WA-S3306/2020	1074	North_King_County	2020-11-15
USA/WA-S2884/2020	1075	North_King_County	2020-09-24
USA/WA-S4430/2021	1076	South_King_County	2021-01-15
USA/WA-S4380/2021	1077	North_King_County	2021-01-27
USA/WA-S2808/2020	1078	South_King_County	2020-08-31
USA/WA-S3480/2020	1080	South_King_County	2020-11-29
USA/WA-S3501/2020	1080	South_King_County	2020-12-03
USA/WA-S3473/2020	1080	South_King_County	2020-11-29
USA/WA-S3478/2020	1080	South_King_County	2020-11-29
USA/WA-S4170/2020	1080	South_King_County	2020-11-30
USA/WA-S3518/2020	1080	South_King_County	2020-12-05
USA/WA-S4086/2021	1081	South_King_County	2021-01-18
USA/WA-S3651/2021	1081	North_King_County	2021-01-15
USA/WA-S4132/2020	1083	North_King_County	2020-11-20
USA/WA-S2891/2020	1084	North_King_County	2020-10-01
USA/WA-UW-31239/2020	1085	North_King_County	2020-10-13
USA/WA-S3722/2020	1086	North_King_County	2020-11-25
USA/WA-UW-31232/2020	1087	North_King_County	2020-10-12
USA/WA-UW-45075/2020	1088	North_King_County	2020-12-08
USA/WA-S3746/2020	1088	South_King_County	2020-12-24
USA/WA-S4403/2020	1089	South_King_County	2020-11-16
USA/WA-UW-45072/2020	1089	North_King_County	2020-12-08
USA/WA-UW-49496/2020	1089	North_King_County	2020-12-23
USA/WA-S4284/2021	1089	South_King_County	2021-01-21
USA/WA-S4482/2021	1089	South_King_County	2021-01-20
USA/WA-S4096/2021	1090	South_King_County	2021-01-18
USA/WA-S2796/2020	1091	South_King_County	2020-08-19
USA/WA-S2851/2020	1091	South_King_County	2020-08-31
USA/WA-S2853/2020	1091	South_King_County	2020-08-31
USA/WA-UW-29527/2020	1091	North_King_County	2020-09-29
USA/WA-UW-29959/2020	1091	South_King_County	2020-10-02
USA/WA-UW-29899/2020	1091	South_King_County	2020-10-02
USA/WA-UW-29528/2020	1092	North_King_County	2020-09-29
USA/WA-UW-29897/2020	1093	North_King_County	2020-10-03
USA/WA-S3283/2020	1094	North_King_County	2020-11-05
USA/WA-S4137/2020	1095	South_King_County	2020-11-21
USA/WA-S3491/2020	1096	South_King_County	2020-12-01
USA/WA-S5018/2020	1096	South_King_County	2020-11-05
USA/WA-UW-45098/2020	1096	North_King_County	2020-12-08
USA/WA-S3749/2020	1097	South_King_County	2020-12-26
USA/WA-S3803/2020	1097	South_King_County	2020-12-29
USA/WA-S3915/2021	1098	South_King_County	2021-01-07
USA/WA-UW-45096/2020	1098	North_King_County	2020-12-08
USA/WA-S3444/2020	1099	North_King_County	2020-12-09
USA/WA-S4669/2020	1100	North_King_County	2020-11-11
USA/WA-S3490/2020	1100	South_King_County	2020-12-01
USA/WA-S3503/2020	1101	North_King_County	2020-12-03
USA/WA-UW-62762/2021	1102	South_King_County	2021-02-04
USA/WA-UW-66240/2021	1103	North_King_County	2021-03-04
USA/WA-UW-66002/2021	1103	North_King_County	2021-03-02
USA/WA-UW-65749/2021	1104	North_King_County	2021-03-02
USA/WA-UW-66770/2021	1104	North_King_County	2021-03-06
USA/WA-UW-67518/2021	1105	North_King_County	2021-03-16
USA/WA-S5916/2021	1105	North_King_County	2021-02-28
USA/WA-UW-66895/2021	1106	South_King_County	2021-03-13
USA/WA-UW-66955/2021	1106	South_King_County	2021-03-08
USA/WA-UW-2021040208136/2021	1106	North_King_County	2021-04-02
USA/WA-S7034/2021	1106	South_King_County	2021-04-16
USA/WA-UW-2021041039537/2021	1106	North_King_County	2021-04-10
USA/WA-S6092/2021	1106	North_King_County	2021-03-29
USA/WA-UW-68618/2021	1106	North_King_County	2021-03-22
USA/WA-UW-69281/2021	1107	North_King_County	2021-03-27
USA/WA-UW-31218/2020	1108	South_King_County	2020-10-13
USA/WA-UW-30946/2020	1108	South_King_County	2020-10-10
USA/WA-S3820/2020	1109	North_King_County	2020-12-28
USA/WA-S4268/2021	1110	South_King_County	2021-01-18
USA/WA-S2834/2020	1111	South_King_County	2020-09-13
USA/WA-S3720/2020	1112	North_King_County	2020-11-23
USA/WA-S5040/2020	1113	South_King_County	2020-11-10
USA/WA-S5929/2021	1113	North_King_County	2021-02-23
USA/WA-S5103/2021	1113	South_King_County	2021-02-16
USA/WA-S4164/2020	1114	South_King_County	2020-11-28
USA/WA-S3533/2020	1114	South_King_County	2020-12-07
USA/WA-S3513/2020	1114	South_King_County	2020-12-04
USA/WA-UW-22502/2020	1115	South_King_County	2020-08-05
USA/WA-UW-22468/2020	1116	North_King_County	2020-08-05
USA/WA-S2803/2020	1117	South_King_County	2020-08-26
USA/WA-S2773/2020	1118	South_King_County	2020-08-04
USA/WA-S3413/2020	1119	North_King_County	2020-12-04
USA/WA-S4685/2020	1120	North_King_County	2020-11-13
USA/WA-S4155/2020	1120	North_King_County	2020-11-25
USA/WA-S3307/2020	1120	North_King_County	2020-11-16
USA/WA-UW-61267/2021	1120	South_King_County	2021-02-02
USA/WA-UW-61183/2021	1120	South_King_County	2021-02-06
USA/WA-S4529/2021	1120	South_King_County	2021-01-22
USA/WA-UW-61110/2021	1120	South_King_County	2021-02-03
USA/WA-S4584/2021	1121	South_King_County	2021-01-25
USA/WA-UW-14623/2020	1122	North_King_County	2020-07-12
USA/WA-UW-22313/2020	1123	North_King_County	2020-08-07
USA/WA-UW-27044/2020	1124	South_King_County	2020-09-04
USA/WA-UW-27042/2020	1124	South_King_County	2020-09-04
USA/WA-S3436/2020	1125	South_King_County	2020-12-07
USA/WA-UW-32920/2020	1126	South_King_County	2020-10-17
USA/WA-UW-31411/2020	1126	South_King_County	2020-10-14
USA/WA-UW-32910/2020	1126	South_King_County	2020-10-17
USA/WA-S2794/2020	1127	South_King_County	2020-08-14
USA/WA-S4597/2021	1128	South_King_County	2021-01-23
USA/WA-UW-23579/2020	1129	South_King_County	2020-08-11
USA/WA-S3295/2020	1130	North_King_County	2020-11-10
USA/WA-S3721/2020	1130	North_King_County	2020-11-24
USA/WA-S5044/2020	1130	North_King_County	2020-11-11
USA/WA-S3723/2020	1130	North_King_County	2020-11-25
USA/WA-S4480/2021	1131	South_King_County	2021-01-15
USA/WA-S3021/2020	1132	North_King_County	2020-08-17
USA/WA-UW-19249/2020	1133	North_King_County	2020-08-01
USA/WA-S3494/2020	1134	North_King_County	2020-12-02
USA/WA-UW-13262/2020	1135	South_King_County	2020-06-30
USA/WA-UW-12863/2020	1135	North_King_County	2020-06-29
USA/WA-UW-13264/2020	1135	South_King_County	2020-06-30
USA/WA-UW-11499/2020	1135	North_King_County	2020-06-24
USA/WA-UW-12340/2020	1135	North_King_County	2020-06-27
USA/WA-UW-12389/2020	1135	North_King_County	2020-06-27
USA/WA-S2748/2020	1135	North_King_County	2020-07-13
USA/WA-UW-12785/2020	1135	North_King_County	2020-06-29
USA/WA-UW-12787/2020	1135	North_King_County	2020-06-29
USA/WA-UW-13068/2020	1135	North_King_County	2020-06-30
USA/WA-UW-11484/2020	1135	North_King_County	2020-06-24
USA/WA-UW-11761/2020	1135	North_King_County	2020-06-24
USA/WA-UW-13110/2020	1135	North_King_County	2020-06-30
USA/WA-UW-12140/2020	1135	North_King_County	2020-06-26
USA/WA-UW-12772/2020	1135	North_King_County	2020-06-29
USA/WA-UW-12839/2020	1135	North_King_County	2020-06-29
USA/WA-UW-12446/2020	1135	North_King_County	2020-06-27
USA/WA-UW-13082/2020	1135	North_King_County	2020-06-30
USA/WA-UW-13084/2020	1135	South_King_County	2020-06-30
USA/WA-S2854/2020	1135	North_King_County	2020-09-03
USA/WA-UW-12594/2020	1135	South_King_County	2020-06-27
USA/WA-UW-23308/2020	1135	South_King_County	2020-08-06
USA/WA-UW-22436/2020	1135	South_King_County	2020-08-06
USA/WA-UW-12601/2020	1135	South_King_County	2020-06-28
USA/WA-UW-11325/2020	1135	North_King_County	2020-06-22
USA/WA-UW-13370/2020	1136	North_King_County	2020-07-01
USA/WA-UW-12332/2020	1137	North_King_County	2020-06-27
USA/WA-UW-13207/2020	1138	South_King_County	2020-07-01
USA/WA-UW-11526/2020	1138	North_King_County	2020-06-21
USA/WA-S2800/2020	1138	North_King_County	2020-08-23
USA/WA-UW-22438/2020	1138	North_King_County	2020-08-05
USA/WA-UW-17637/2020	1138	South_King_County	2020-07-24
USA/WA-S2780/2020	1138	South_King_County	2020-08-10
USA/WA-UW-26495/2020	1138	North_King_County	2020-09-01
USA/WA-S2837/2020	1138	North_King_County	2020-09-14
USA/WA-S2783/2020	1138	North_King_County	2020-08-10
USA/WA-S2781/2020	1138	North_King_County	2020-08-10
USA/WA-UW-23235/2020	1138	North_King_County	2020-08-07
USA/WA-UW-11324/2020	1138	North_King_County	2020-06-22
USA/WA-UW-12078/2020	1138	South_King_County	2020-06-22
USA/WA-S2840/2020	1139	North_King_County	2020-09-15
USA/WA-UW-28263/2020	1139	North_King_County	2020-09-16
USA/WA-UW-23234/2020	1140	North_King_County	2020-08-07
USA/WA-UW-23215/2020	1140	North_King_County	2020-08-07
USA/WA-UW-27494/2020	1141	South_King_County	2020-09-08
USA/WA-UW-12264/2020	1142	North_King_County	2020-06-26
USA/WA-UW-22409/2020	1143	South_King_County	2020-08-08
USA/WA-UW-21735/2020	1144	South_King_County	2020-08-05
USA/WA-S3251/2020	1144	North_King_County	2020-10-07
USA/WA-S2908/2020	1144	North_King_County	2020-10-04
USA/WA-S2762/2020	1145	South_King_County	2020-07-29
USA/WA-S2760/2020	1145	South_King_County	2020-07-29
USA/WA-UW-23530/2020	1145	South_King_County	2020-08-10
USA/WA-UW-32893/2020	1145	South_King_County	2020-10-17
USA/WA-S2801/2020	1145	South_King_County	2020-08-24
USA/WA-UW-37930/2020	1146	North_King_County	2020-11-05
USA/WA-UW-11443/2020	1147	North_King_County	2020-06-23
USA/WA-UW-11425/2020	1148	North_King_County	2020-06-22
USA/WA-UW-23340/2020	1149	South_King_County	2020-08-07
USA/WA-S2797/2020	1150	North_King_County	2020-08-19
USA/WA-UW-22756/2020	1151	South_King_County	2020-08-06
USA/WA-UW-22972/2020	1151	South_King_County	2020-08-10
USA/WA-UW-11512/2020	1152	North_King_County	2020-06-24
USA/WA-UW-13306/2020	1154	North_King_County	2020-07-03
USA/WA-UW-13366/2020	1155	North_King_County	2020-07-01
USA/WA-UW-19539/2020	1156	North_King_County	2020-08-01
USA/WA-UW-22885/2020	1157	South_King_County	2020-08-06
USA/WA-UW-32904/2020	1157	South_King_County	2020-10-17
USA/WA-OHSU-1611/2020	1158	South_King_County	2020-07-21
USA/WA-UW-22398/2020	1158	North_King_County	2020-08-07
USA/WA-UW-27499/2020	1159	North_King_County	2020-09-03
USA/WA-UW-24556/2020	1159	North_King_County	2020-08-17
USA/WA-UW-27498/2020	1159	South_King_County	2020-09-03
USA/WA-UW-24557/2020	1160	North_King_County	2020-08-17
USA/WA-S3255/2020	1161	North_King_County	2020-10-09
USA/WA-UW-31214/2020	1161	North_King_County	2020-10-13
USA/WA-UW-32819/2020	1162	South_King_County	2020-10-16
USA/WA-S3302/2020	1163	North_King_County	2020-11-14
USA/WA-S5020/2020	1163	North_King_County	2020-11-06
USA/WA-S5022/2020	1163	North_King_County	2020-11-06
USA/WA-S4127/2020	1163	South_King_County	2020-11-18
USA/WA-S5046/2020	1163	South_King_County	2020-11-11
USA/WA-S4667/2020	1163	North_King_County	2020-11-11
USA/WA-S5241/2020	1163	South_King_County	2020-10-30
USA/WA-S4406/2020	1163	South_King_County	2020-11-15
USA/WA-S4409/2020	1163	South_King_County	2020-11-16
USA/WA-S4408/2020	1164	South_King_County	2020-11-16
USA/WA-S4753/2021	1165	North_King_County	2021-02-07
USA/WA-CDC-2-3858773/2021	1165	North_King_County	2021-01-22
USA/WA-UW-61897/2021	1165	South_King_County	2021-02-05
USA/WA-UW-65942/2021	1165	South_King_County	2021-03-04
USA/WA-S4128/2020	1166	South_King_County	2020-11-18
USA/WA-CDC-LC0013210/2021	1167	South_King_County	2021-01-31
USA/WA-S4046/2021	1168	North_King_County	2021-01-11
USA/WA-S3937/2021	1168	South_King_County	2021-01-09
USA/WA-S3278/2020	1169	North_King_County	2020-11-03
USA/WA-S3285/2020	1169	North_King_County	2020-11-05
USA/WA-S3274/2020	1169	North_King_County	2020-10-31
USA/WA-S3296/2020	1169	North_King_County	2020-11-12
USA/WA-S3294/2020	1169	North_King_County	2020-11-08
USA/WA-UW-1775/2020	1170	North_King_County	2020-03-22
USA/WA-UW-11489/2020	1171	North_King_County	2020-06-24
USA/WA-UW-11571/2020	1171	South_King_County	2020-06-22
USA/WA-S2809/2020	1172	North_King_County	2020-08-31
USA/WA-UW-2021040535198/2021	1173	North_King_County	2021-04-05
USA/WA-S608/2020	1174	South_King_County	2020-04-19
USA/WA-S2782/2020	1175	North_King_County	2020-08-10
USA/WA-UW-12727/2020	1176	North_King_County	2020-06-29
USA/WA-UW-12391/2020	1176	South_King_County	2020-06-27
USA/WA-S4200/2021	1177	South_King_County	2021-01-18
USA/WA-S2785/2020	1178	North_King_County	2020-08-11
USA/WA-UW-23342/2020	1178	North_King_County	2020-08-07
USA/WA-UW-23126/2020	1180	South_King_County	2020-08-07
USA/WA-UW-10250/2020	1181	North_King_County	2020-06-01
USA/WA-UW-24890/2020	1182	South_King_County	2020-08-10
USA/WA-S2727/2020	1183	South_King_County	2020-07-08
USA/WA-UW-11072/2020	1184	South_King_County	2020-06-17
USA/WA-UW-11562/2020	1185	South_King_County	2020-06-22
USA/WA-CDC-LC0008799/2021	1186	South_King_County	2021-01-21
USA/WA-UW-60744/2021	1187	North_King_County	2021-01-30
USA/WA-S4398/2020	1188	North_King_County	2020-11-15
USA/WA-UW-61602/2021	1189	South_King_County	2021-02-17
USA/WA-S4682/2020	1190	North_King_County	2020-11-13
USA/WA-S4118/2020	1190	North_King_County	2020-11-17
USA/WA-S5024/2020	1190	North_King_County	2020-11-08
USA/WA-S5027/2020	1190	North_King_County	2020-11-08
USA/WA-S5028/2020	1190	North_King_County	2020-11-08
USA/WA-S4592/2021	1192	South_King_County	2021-01-25
USA/WA-S4372/2021	1193	South_King_County	2021-01-25
USA/WA-S4385/2021	1193	South_King_County	2021-01-28
USA/WA-S4955/2021	1193	South_King_County	2021-02-04
USA/WA-UW-64846/2021	1193	South_King_County	2021-02-23
USA/WA-S4932/2021	1193	South_King_County	2021-02-04
USA/WA-S4953/2021	1193	South_King_County	2021-02-04
USA/WA-S5225/2021	1194	North_King_County	2021-02-24
USA/WA-Altius-ALTCOV-F5KLYKRG27QI45BH/2021	1195	North_King_County	2021-04-13
USA/WA-UW-65864/2021	1196	North_King_County	2021-03-01
USA/WA-UW-20121496843/2020	1197	South_King_County	2020-12-14
USA/WA-S6184/2021	1198	South_King_County	2021-04-01
USA/WA-Altius-ALTCOV-BTRTYBLIITQYTMF3/2021	1199	South_King_County	2021-05-06
