strain	cluster	location	date
USA/WA-S6277/2021	489	South_King_County	2021-03-24
USA/WA-S8263/2021	490	South_King_County	2021-05-05
USA/WA-UW-21042498945/2021	490	North_King_County	2021-04-24
USA/WA-CDC-UW21051775967/2021	490	South_King_County	2021-05-17
USA/WA-UW-62617/2021	491	South_King_County	2021-02-11
USA/WA-UW-60740/2021	492	North_King_County	2021-01-30
USA/WA-UW-62331/2021	493	North_King_County	2021-02-22
USA/WA-S3925/2020	496	South_King_County	2020-12-23
USA/WA-UW-49297/2020	496	South_King_County	2020-12-22
USA/WA-S3675/2021	496	South_King_County	2021-01-09
USA/WA-S3741/2020	496	North_King_County	2020-12-22
USA/WA-S3735/2020	497	South_King_County	2020-12-21
USA/WA-S3922/2020	497	South_King_County	2020-12-21
USA/WA-UW-62723/2021	498	North_King_County	2021-02-06
USA/WA-UW-61155/2021	498	North_King_County	2021-02-02
USA/WA-UW-61168/2021	498	North_King_County	2021-02-06
USA/WA-UW-68550/2021	499	South_King_County	2021-03-22
USA/WA-UW-64646/2021	499	North_King_County	2021-02-26
USA/WA-UW-67272/2021	500	North_King_County	2021-03-12
USA/WA-UW-67776/2021	501	North_King_County	2021-03-19
USA/WA-S5995/2021	502	South_King_County	2021-03-23
USA/WA-UW-2021033004453/2021	503	South_King_County	2021-03-30
USA/WA-CDC-UW21050389123/2021	504	South_King_County	2021-05-03
USA/WA-CDC-UW21050120280/2021	504	South_King_County	2021-05-01
USA/WA-UW-68700/2021	505	South_King_County	2021-03-27
USA/WA-UW-68087/2021	506	North_King_County	2021-03-22
USA/WA-UW-2021040200763/2021	506	North_King_County	2021-04-02
USA/WA-UW-69337/2021	506	North_King_County	2021-03-27
USA/WA-UW-67076/2021	507	South_King_County	2021-03-16
USA/WA-UW-2021040204762/2021	508	North_King_County	2021-04-02
USA/WA-S4098/2021	509	South_King_County	2021-01-18
USA/WA-UW-69225/2021	510	North_King_County	2021-03-25
USA/WA-UW-69271/2021	511	South_King_County	2021-03-27
USA/WA-S3516/2020	512	South_King_County	2020-12-05
USA/WA-UW-61268/2021	513	North_King_County	2021-02-02
USA/WA-UW-58997/2021	513	North_King_County	2021-01-28
USA/WA-UW-45146/2020	514	South_King_County	2020-12-08
USA/WA-UW-60967/2021	515	North_King_County	2021-02-04
USA/WA-S4109/2021	516	South_King_County	2021-01-18
USA/WA-S4085/2021	516	South_King_County	2021-01-18
USA/WA-UW-21042006911/2021	517	North_King_County	2021-04-20
USA/WA-S7005/2021	517	South_King_County	2021-04-15
USA/WA-S4266/2021	518	South_King_County	2021-01-18
USA/WA-S4479/2021	519	South_King_County	2021-01-14
USA/WA-S3729/2020	520	North_King_County	2020-11-30
USA/WA-S3965/2021	520	South_King_County	2021-01-11
USA/WA-S3664/2021	521	North_King_County	2021-01-09
USA/WA-UW-68579/2021	522	South_King_County	2021-03-22
USA/WA-UW-67104/2021	523	South_King_County	2021-03-15
USA/WA-S5797/2021	523	South_King_County	2021-03-18
USA/WA-S5521/2021	523	South_King_County	2021-03-03
USA/WA-S8122/2021	524	North_King_County	2021-03-30
USA/WA-UW-2021032907376/2021	524	North_King_County	2021-03-29
USA/WA-S5788/2021	525	South_King_County	2021-03-18
USA/WA-Altius-ALTCOV-LYLZB5STBYSIE4BK/2021	526	South_King_County	2021-04-19
USA/WA-UW-2021040507608/2021	527	South_King_County	2021-04-05
USA/WA-UW-68205/2021	528	North_King_County	2021-03-27
USA/WA-UW-2021040807975/2021	529	North_King_County	2021-04-08
USA/WA-UW-68966/2021	530	South_King_County	2021-03-29
USA/WA-S6851/2021	532	South_King_County	2021-04-05
USA/WA-S3809/2021	533	South_King_County	2021-01-01
USA/WA-UW-60939/2021	534	North_King_County	2021-02-02
USA/WA-UW-61254/2021	534	North_King_County	2021-02-03
USA/WA-UW-64633/2021	534	North_King_County	2021-02-25
USA/WA-UW-60948/2021	534	North_King_County	2021-02-03
USA/WA-UW-64787/2021	534	North_King_County	2021-02-24
USA/WA-UW-64634/2021	534	South_King_County	2021-02-25
USA/WA-S5614/2021	534	South_King_County	2021-03-05
USA/WA-S5778/2021	534	South_King_County	2021-03-17
USA/WA-UW-61614/2021	535	North_King_County	2021-02-17
USA/WA-UW-60315/2021	536	North_King_County	2021-01-29
USA/WA-UW-67943/2021	537	South_King_County	2021-03-20
USA/WA-UW-64793/2021	538	South_King_County	2021-02-23
USA/WA-UW-61919/2021	539	South_King_County	2021-02-06
USA/WA-UW-65429/2021	539	South_King_County	2021-02-23
USA/WA-UW-67953/2021	539	North_King_County	2021-03-21
USA/WA-UW-2021033009802/2021	540	South_King_County	2021-03-30
USA/WA-UW-65924/2021	541	South_King_County	2021-03-04
USA/WA-UW-66388/2021	542	North_King_County	2021-03-03
USA/WA-S6819/2021	543	North_King_County	2021-04-05
USA/WA-S6949/2021	543	South_King_County	2021-01-11
USA/WA-UW-21042646736/2021	544	South_King_County	2021-04-26
USA/WA-CDC-UW21050443366/2021	545	North_King_County	2021-05-04
USA/WA-UW-2021041481267/2021	545	North_King_County	2021-04-14
USA/WA-Altius-ALTCOV-WJQ3YBL3G6DBZUAM/2021	545	South_King_County	2021-04-22
USA/WA-UW-21050372228/2021	545	South_King_County	2021-05-03
USA/WA-UW-21041250923/2021	545	South_King_County	2021-04-12
USA/WA-UW-21050818111/2021	545	South_King_County	2021-05-08
USA/WA-CDC-UW21050303821/2021	545	South_King_County	2021-05-03
USA/WA-CDC-UW21050410497/2021	545	North_King_County	2021-05-04
USA/WA-UW-21042011739/2021	546	South_King_County	2021-04-20
USA/WA-Altius-ALTCOV-D5A7L46RVZEJHDRO/2021	547	South_King_County	2021-05-06
USA/WA-CDC-LC0043709/2021	547	South_King_County	2021-04-01
USA/WA-UW-21050172317/2021	547	South_King_County	2021-05-01
USA/WA-Altius-ALTCOV-ZL2UM33FCMR6BOVC/2021	547	South_King_County	2021-05-03
USA/WA-Altius-ALTCOV-7G3YYWEBDYUUBFVM/2021	547	South_King_County	2021-05-03
USA/WA-Altius-ALTCOV-MOOMNIA2AV7EIWTQ/2021	547	South_King_County	2021-04-19
USA/WA-UW-66768/2021	548	North_King_County	2021-03-06
USA/WA-S4084/2021	548	South_King_County	2021-01-18
USA/WA-S4231/2021	548	South_King_County	2021-01-18
USA/WA-S5934/2021	549	South_King_County	2021-02-16
USA/WA-UW-64805/2021	550	South_King_County	2021-02-23
USA/WA-UW-64820/2021	551	South_King_County	2021-02-23
USA/WA-UW-2021032900060/2021	552	North_King_County	2021-03-29
USA/WA-CDC-UW21050368827/2021	553	South_King_County	2021-05-03
USA/WA-UW-59012/2021	554	South_King_County	2021-01-28
USA/WA-UW-45061/2020	555	South_King_County	2020-12-08
USA/WA-UW-67929/2021	556	South_King_County	2021-03-15
USA/WA-UW-65987/2021	557	North_King_County	2021-03-02
USA/WA-UW-62784/2021	557	South_King_County	2021-02-10
USA/WA-S6264/2021	558	South_King_County	2021-03-23
USA/WA-UW-68549/2021	559	North_King_County	2021-03-22
USA/WA-S6008/2021	560	South_King_County	2021-03-26
USA/WA-UW-2021040103924/2021	561	South_King_County	2021-04-01
USA/WA-UW-2021040104180/2021	561	South_King_County	2021-04-01
USA/WA-S3703/2021	562	South_King_County	2021-01-09
USA/WA-UW-69001/2021	563	South_King_County	2021-03-30
USA/WA-UW-2021040930394/2021	563	North_King_County	2021-04-09
USA/WA-UW-61227/2021	564	North_King_County	2021-01-22
USA/WA-UW-21020805280/2021	565	North_King_County	2021-02-08
USA/WA-UW-2021040600861/2021	565	South_King_County	2021-04-06
USA/WA-UW-69300/2021	565	North_King_County	2021-03-26
USA/WA-UW-68539/2021	566	North_King_County	2021-03-22
USA/WA-UW-2021040204413/2021	566	North_King_County	2021-04-02
USA/WA-S5163/2021	566	South_King_County	2021-02-20
USA/WA-S8242/2021	566	South_King_County	2021-05-04
USA/WA-S5561/2021	566	South_King_County	2021-03-01
USA/WA-UW-69013/2021	566	South_King_County	2021-03-29
USA/WA-S6014/2021	566	South_King_County	2021-03-26
USA/WA-UW-65741/2021	566	South_King_County	2021-03-02
USA/WA-S5944/2021	567	South_King_County	2021-03-26
USA/WA-S5860/2021	568	South_King_County	2021-03-19
USA/WA-S6214/2021	569	South_King_County	2021-03-31
USA/WA-UW-66145/2021	570	South_King_County	2021-03-04
USA/WA-UW-67080/2021	570	South_King_County	2021-03-15
USA/WA-UW-2021040811564/2021	570	North_King_County	2021-04-08
USA/WA-UW-47430/2020	571	North_King_County	2020-12-11
USA/WA-UW-53292/2020	572	North_King_County	2020-12-23
USA/WA-UW-49495/2020	572	South_King_County	2020-12-30
USA/WA-UW-50928/2020	572	North_King_County	2020-12-26
USA/WA-S11502/2021	573	North_King_County	2021-02-04
USA/WA-S11504/2021	573	North_King_County	2021-02-04
USA/WA-CDC-LC0002506/2020	574	North_King_County	2020-12-31
USA/WA-UW-64718/2021	575	North_King_County	2021-02-23
USA/WA-UW-61250/2021	576	North_King_County	2021-02-02
USA/WA-UW-67332/2021	577	South_King_County	2021-03-12
USA/WA-UW-61729/2021	578	North_King_County	2021-02-12
USA/WA-UW-60710/2021	579	North_King_County	2021-01-29
USA/WA-UW-65739/2021	580	North_King_County	2021-03-02
USA/WA-UW-61618/2021	580	South_King_County	2021-02-16
USA/WA-S3751/2020	581	North_King_County	2020-12-27
USA/WA-UW-61229/2021	581	North_King_County	2021-01-22
USA/WA-UW-61160/2021	581	North_King_County	2021-02-06
USA/WA-S4451/2021	581	South_King_County	2021-01-15
USA/WA-S4420/2021	581	South_King_County	2021-01-15
USA/WA-CDC-UW21050631633/2021	581	South_King_County	2021-05-06
USA/WA-UW-67827/2021	581	North_King_County	2021-03-20
USA/WA-UW-2021040304291/2021	581	South_King_County	2021-04-03
USA/WA-UW-2021041223072/2021	581	North_King_County	2021-04-12
USA/WA-S6292/2021	581	South_King_County	2021-03-24
USA/WA-UW-67497/2021	581	North_King_County	2021-03-18
USA/WA-UW-2021032908091/2021	581	South_King_County	2021-03-29
USA/WA-UW-21042206095/2021	581	South_King_County	2021-04-22
USA/WA-UW-21042069768/2021	581	North_King_County	2021-04-20
USA/WA-UW-67939/2021	581	South_King_County	2021-03-20
USA/WA-UW-21051514362/2021	581	South_King_County	2021-05-15
USA/WA-UW-2021040920746/2021	581	South_King_County	2021-04-09
USA/WA-CDC-UW21051958793/2021	581	North_King_County	2021-05-19
USA/WA-Altius-ALTCOV-NQRCIJFHZBLJDBWA/2021	581	South_King_County	2021-06-04
USA/WA-Altius-ALTCOV-TTOH6DBWGLIFNMHK/2021	581	South_King_County	2021-06-04
USA/WA-Altius-ALTCOV-YPX7O2KNPJPRIWV7/2021	581	South_King_County	2021-05-14
USA/WA-UW-21051805085/2021	581	South_King_County	2021-05-18
USA/WA-S6324/2021	581	South_King_County	2021-03-25
USA/WA-UW-2021033100535/2021	581	South_King_County	2021-03-31
USA/WA-UW-21051070934/2021	581	North_King_County	2021-05-10
USA/WA-S6526/2021	581	South_King_County	2021-04-09
USA/WA-S8433/2021	581	South_King_County	2021-05-14
USA/WA-UW-21042240393/2021	582	North_King_County	2021-04-22
USA/WA-UW-2021041571308/2021	583	North_King_County	2021-04-15
USA/WA-Altius-ALTCOV-WV4XZO64VKVHEJG6/2021	584	South_King_County	2021-06-04
USA/WA-Altius-ALTCOV-S3VHQZ2CKLTWVSCZ/2021	584	South_King_County	2021-06-23
USA/WA-Altius-ALTCOV-RBMZE2E5VGOT3FFS/2021	584	South_King_County	2021-06-22
USA/WA-CDC-UW21060758234/2021	584	South_King_County	2021-06-07
USA/WA-S5912/2021	585	North_King_County	2021-03-30
USA/WA-S5846/2021	586	South_King_County	2021-03-20
USA/WA-S3807/2021	588	North_King_County	2021-01-02
USA/WA-UW-2021041008179/2021	589	North_King_County	2021-04-10
USA/WA-S4626/2021	589	South_King_County	2021-01-23
USA/WA-S4615/2021	589	South_King_County	2021-01-25
USA/WA-UW-65972/2021	589	North_King_County	2021-03-05
USA/WA-S6947/2021	590	South_King_County	2021-04-09
USA/WA-UW-62333/2021	591	North_King_County	2021-02-22
USA/WA-UW-64838/2021	592	South_King_County	2021-02-23
USA/WA-CDC-LC0045145/2021	593	South_King_County	2021-04-10
USA/WA-UW-61671/2021	594	North_King_County	2021-02-17
USA/WA-UW-21020702787/2021	595	North_King_County	2021-02-07
USA/WA-S4523/2021	596	South_King_County	2021-01-20
USA/WA-S5471/2021	597	South_King_County	2021-02-23
USA/WA-S5173/2021	597	South_King_County	2021-02-20
USA/WA-UW-68570/2021	597	North_King_County	2021-03-22
USA/WA-UW-68021/2021	597	South_King_County	2021-03-22
USA/WA-S6011/2021	597	South_King_County	2021-03-26
USA/WA-S5968/2021	597	South_King_County	2021-03-22
USA/WA-S6275/2021	598	South_King_County	2021-03-22
USA/WA-UW-2021040807629/2021	600	South_King_County	2021-04-08
USA/WA-PHL-000374/2021	600	South_King_County	2021-03-24
USA/WA-UW-2021033005572/2021	601	South_King_County	2021-03-30
USA/WA-UW-65980/2021	602	North_King_County	2021-03-04
USA/WA-S4535/2021	603	South_King_County	2021-01-31
USA/WA-UW-2021041259678/2021	604	North_King_County	2021-04-12
USA/WA-S7145/2021	605	North_King_County	2021-03-17
USA/WA-UW-2021041383765/2021	606	North_King_County	2021-04-13
USA/WA-UW-65861/2021	607	South_King_County	2021-02-27
USA/WA-S7418/2021	607	South_King_County	2021-04-19
USA/WA-UW-21051391746/2021	608	North_King_County	2021-05-13
USA/WA-UW-2021040700565/2021	608	South_King_County	2021-04-07
USA/WA-UW-21051466204/2021	608	South_King_County	2021-05-14
USA/WA-Altius-ALTCOV-6UHTAHSXJ3Y53LA5/2021	608	South_King_County	2021-04-26
USA/WA-UW-21042124262/2021	609	North_King_County	2021-04-21
USA/WA-S3679/2021	610	South_King_County	2021-01-09
USA/WA-UW-2021040583083/2021	611	North_King_County	2021-04-05
USA/WA-UW-61774/2021	612	North_King_County	2021-02-16
USA/WA-UW-61209/2021	612	North_King_County	2021-02-06
USA/WA-S5132/2021	612	South_King_County	2021-02-23
USA/WA-UW-64822/2021	612	North_King_County	2021-02-23
USA/WA-UW-60707/2021	613	North_King_County	2021-01-30
USA/WA-UW-61270/2021	614	South_King_County	2021-02-02
USA/WA-S6146/2021	615	South_King_County	2021-04-03
USA/WA-S6569/2021	616	South_King_County	2021-04-10
USA/WA-UW-68540/2021	617	North_King_County	2021-03-22
USA/WA-UW-21052820551/2021	618	North_King_County	2021-05-28
USA/WA-S3742/2020	620	North_King_County	2020-12-22
USA/WA-UW-60276/2021	620	North_King_County	2021-01-30
USA/WA-S5162/2021	621	South_King_County	2021-02-20
USA/WA-S5176/2021	621	South_King_County	2021-02-20
USA/WA-S5161/2021	621	South_King_County	2021-02-20
USA/WA-S5482/2021	621	South_King_County	2021-02-23
USA/WA-UW-65740/2021	622	South_King_County	2021-03-02
USA/WA-UW-67271/2021	622	South_King_County	2021-03-12
USA/WA-UW-66250/2021	623	North_King_County	2021-03-04
USA/WA-UW-64788/2021	624	North_King_County	2021-02-24
USA/WA-Altius-ALTCOV-W4WG5BTJJIGNHNA4/2021	626	South_King_County	2021-04-15
USA/WA-Altius-ALTCOV-C3WJY7SRICJ2BOGP/2021	626	South_King_County	2021-04-19
USA/WA-CDC-UW21042894346/2021	626	North_King_County	2021-04-28
USA/WA-UW-21060887971/2021	626	South_King_County	2021-06-08
USA/WA-CDC-UW21061453114/2021	626	South_King_County	2021-06-14
USA/WA-UW-2021040825252/2021	627	North_King_County	2021-04-08
USA/WA-S6229/2021	628	North_King_County	2021-04-04
USA/WA-S5635/2021	629	South_King_County	2021-03-06
USA/WA-UW-61943/2021	629	North_King_County	2021-02-09
USA/WA-UW-61939/2021	629	North_King_County	2021-02-09
USA/WA-UW-67305/2021	629	North_King_County	2021-03-12
USA/WA-UW-2021040200531/2021	629	South_King_County	2021-04-02
USA/WA-UW-2021040205283/2021	630	South_King_County	2021-04-02
USA/WA-UW-21041229402/2021	630	North_King_County	2021-04-12
USA/WA-UW-2021040200545/2021	631	South_King_County	2021-04-02
USA/WA-S5799/2021	632	South_King_County	2021-03-18
USA/WA-S5844/2021	633	South_King_County	2021-03-19
USA/WA-S6556/2021	634	South_King_County	2021-04-09
USA/WA-S8795/2021	635	South_King_County	2021-06-01
USA/WA-S8793/2021	635	South_King_County	2021-06-01
USA/WA-UW-67474/2021	636	South_King_County	2021-03-17
USA/WA-CDC-UW21043029258/2021	637	North_King_County	2021-04-30
USA/WA-CDC-UW21050158853/2021	637	South_King_County	2021-05-01
USA/WA-UW-2021033002036/2021	638	South_King_County	2021-03-30
USA/WA-S8490/2021	639	South_King_County	2021-05-22
USA/WA-UW-2021040756819/2021	640	North_King_County	2021-04-07
USA/WA-Altius-ALTCOV-C6AAO4G4P2VS6BCK/2021	641	South_King_County	2021-05-07
USA/WA-UW-21050541836/2021	642	South_King_County	2021-05-05
USA/WA-Altius-ALTCOV-Q53VI33DVUSCGPCY/2021	643	South_King_County	2021-05-17
USA/WA-UW-21041634979/2021	644	South_King_County	2021-04-16
USA/WA-CDC-UW21050691296/2021	645	North_King_County	2021-05-06
USA/WA-S6814/2021	646	South_King_County	2021-04-05
USA/WA-CDC-UW21042690847/2021	647	North_King_County	2021-04-26
USA/WA-CDC-UW21050390818/2021	648	North_King_County	2021-05-03
USA/WA-S4622/2021	649	South_King_County	2021-01-25
USA/WA-S4831/2021	649	South_King_County	2021-01-20
USA/WA-S4951/2021	649	South_King_County	2021-02-04
USA/WA-S4924/2021	649	South_King_County	2021-02-03
USA/WA-S5139/2021	650	South_King_County	2021-02-17
USA/WA-S5774/2021	650	North_King_County	2021-03-23
USA/WA-S5762/2021	650	North_King_County	2021-03-19
USA/WA-S5108/2021	650	North_King_County	2021-02-19
USA/WA-S5111/2021	650	North_King_County	2021-02-21
USA/WA-S5226/2021	650	North_King_County	2021-02-25
USA/WA-S5525/2021	650	North_King_County	2021-03-08
USA/WA-UW-65935/2021	650	South_King_County	2021-03-02
USA/WA-UW-66008/2021	650	South_King_County	2021-03-02
USA/WA-UW-68005/2021	650	North_King_County	2021-03-22
USA/WA-S5469/2021	650	South_King_County	2021-02-23
USA/WA-UW-67131/2021	650	North_King_County	2021-03-15
USA/WA-S5907/2021	650	North_King_County	2021-03-23
USA/WA-UW-61666/2021	650	North_King_County	2021-02-17
USA/WA-UW-66345/2021	650	North_King_County	2021-03-03
USA/WA-UW-2021040856854/2021	650	North_King_County	2021-04-08
USA/WA-UW-2021033004191/2021	650	North_King_County	2021-03-30
USA/WA-UW-67552/2021	650	North_King_County	2021-03-17
USA/WA-UW-67542/2021	650	North_King_County	2021-03-17
USA/WA-UW-65798/2021	651	North_King_County	2021-03-03
USA/WA-UW-66952/2021	652	North_King_County	2021-03-08
USA/WA-UW-64007/2021	653	North_King_County	2021-02-22
USA/WA-UW-68448/2021	654	South_King_County	2021-03-22
USA/WA-UW-64823/2021	655	North_King_County	2021-02-23
USA/WA-UW-67127/2021	656	South_King_County	2021-03-15
USA/WA-S4964/2021	657	South_King_County	2021-02-04
USA/WA-UW-61918/2021	657	South_King_County	2021-02-06
USA/WA-S4949/2021	657	South_King_County	2021-02-04
USA/WA-S5519/2021	658	North_King_County	2021-03-02
USA/WA-S5106/2021	659	North_King_County	2021-02-19
USA/WA-S5647/2021	660	North_King_County	2021-03-17
USA/WA-UW-64813/2021	661	North_King_County	2021-02-23
USA/WA-UW-21041981243/2021	662	North_King_County	2021-04-19
USA/WA-UW-2021041201787/2021	662	North_King_County	2021-04-12
USA/WA-PHL-000966/2021	663	North_King_County	2021-05-14
USA/WA-UW-21041562025/2021	663	South_King_County	2021-04-15
USA/WA-UW-21042012689/2021	663	North_King_County	2021-04-20
USA/WA-CDC-UW21051325759/2021	664	North_King_County	2021-05-13
USA/WA-Altius-ALTCOV-HUUBWHC3556FITG2/2021	665	South_King_County	2021-05-18
USA/WA-UW-2021033103688/2021	665	South_King_County	2021-03-31
USA/WA-UW-21041676956/2021	666	North_King_County	2021-04-16
USA/WA-UW-69266/2021	667	South_King_County	2021-03-27
USA/WA-Altius-ALTCOV-PFFBC4ZYL53MGGQD/2021	667	South_King_County	2021-04-21
USA/WA-Altius-ALTCOV-V5COH2LL3P6GTHUW/2021	667	South_King_County	2021-04-16
USA/WA-UW-62781/2021	668	South_King_County	2021-02-10
USA/WA-S6151/2021	669	South_King_County	2021-03-31
USA/WA-UW-21042677381/2021	669	South_King_County	2021-04-26
USA/WA-S6158/2021	669	South_King_County	2021-03-31
USA/WA-CDC-UW21050345225/2021	670	North_King_County	2021-05-03
USA/WA-CDC-LC0068358/2021	671	North_King_County	2021-05-27
USA/WA-Altius-ALTCOV-CRFOALONIEX4DPDU/2021	671	South_King_County	2021-04-22
USA/WA-S6509/2021	673	South_King_County	2021-04-08
USA/WA-Altius-ALTCOV-UWR5SZ3YJJ5BLUFU/2021	674	South_King_County	2021-05-01
USA/WA-Altius-ALTCOV-7HHKM7UWFLK65LEJ/2021	675	South_King_County	2021-04-29
USA/WA-S8175/2021	676	South_King_County	2021-05-08
USA/WA-Altius-ALTCOV-VRILF322RJRH7USI/2021	677	South_King_County	2021-05-04
USA/WA-UW-1575/2020	678	South_King_County	2020-03-19
USA/WA-UW-4649/2020	679	South_King_County	2020-04-06
USA/WA-UW-5065/2020	679	South_King_County	2020-04-08
USA/WA-UW-4659/2020	680	South_King_County	2020-04-06
USA/WA-UW-6706/2020	681	South_King_County	2020-04-11
USA/WA-UW-6417/2020	681	South_King_County	2020-04-03
USA/WA-UW-5200/2020	681	North_King_County	2020-04-02
USA/WA-UW-8418/2020	681	North_King_County	2020-05-01
USA/WA-UW-10185/2020	681	South_King_County	2020-06-01
USA/WA-UW-11592/2020	681	South_King_County	2020-06-23
USA/WA-S1490/2020	682	North_King_County	2020-05-04
USA/WA-UW-1870/2020	684	South_King_County	2020-03-23
USA/WA-UW-7399/2020	685	North_King_County	2020-04-14
USA/WA-UW-6520/2020	686	South_King_County	2020-04-04
USA/WA-S464/2020	686	North_King_County	2020-04-04
USA/WA-UW-4707/2020	687	North_King_County	2020-04-06
USA/WA-UW-3932/2020	688	South_King_County	2020-03-27
USA/WA-UW-1726/2020	689	North_King_County	2020-03-21
USA/WA-UW-11533/2020	690	North_King_County	2020-06-21
USA/WA-UW-27038/2020	691	South_King_County	2020-09-06
USA/WA-S2841/2020	691	South_King_County	2020-09-15
USA/WA-S2836/2020	691	South_King_County	2020-09-13
USA/WA-UW-27034/2020	691	South_King_County	2020-09-07
USA/WA-S2867/2020	691	North_King_County	2020-09-20
USA/WA-S2863/2020	691	North_King_County	2020-09-18
USA/WA-S2849/2020	691	North_King_County	2020-09-18
USA/WA-S2847/2020	691	North_King_County	2020-09-18
USA/WA-S2848/2020	691	North_King_County	2020-09-18
USA/WA-UW-6481/2020	692	South_King_County	2020-04-03
USA/WA-S5233/2020	693	South_King_County	2020-10-21
USA/WA-S4174/2021	694	North_King_County	2021-01-19
USA/WA-S3541/2021	694	North_King_County	2021-01-11
USA/WA-S5031/2020	695	South_King_County	2020-11-08
USA/WA-S5030/2020	695	South_King_County	2020-11-08
USA/WA-S4192/2021	695	South_King_County	2021-01-18
USA/WA-S4407/2020	695	South_King_County	2020-11-15
USA/WA-S2779/2020	696	South_King_County	2020-08-09
USA/WA-S2749/2020	697	North_King_County	2020-07-21
USA/WA-S2717/2020	697	North_King_County	2020-07-01
USA/WA-UW-12716/2020	697	North_King_County	2020-06-30
USA/WA-UW-10523/2020	698	South_King_County	2020-05-29
USA/WA-UW-11309/2020	698	South_King_County	2020-06-22
USA/WA-UW-1319/2020	700	North_King_County	2020-03-17
USA/WA-UW252/2020	701	North_King_County	2020-03-16
USA/WA-UW-5746/2020	702	South_King_County	2020-04-07
USA/WA-S5011/2020	703	South_King_County	2020-10-30
USA/WA-CDC-4010370-001/2020	704	South_King_County	2020-10-07
USA/WA-S4149/2020	705	South_King_County	2020-11-23
USA/WA-S4143/2020	705	South_King_County	2020-11-22
USA/WA-S4139/2020	705	South_King_County	2020-11-22
USA/WA-UW-28259/2020	706	South_King_County	2020-09-15
USA/WA-S3739/2020	707	South_King_County	2020-12-21
USA/WA-S3747/2020	707	South_King_County	2020-12-24
USA/WA-UW-11401/2020	708	South_King_County	2020-06-23
USA/WA-UW-12796/2020	709	North_King_County	2020-06-29
USA/WA-S4435/2021	710	South_King_County	2021-01-15
USA/WA-S4416/2021	710	South_King_County	2021-01-15
USA/WA-S2778/2020	711	North_King_County	2020-08-09
USA/WA-S3500/2020	712	North_King_County	2020-11-30
USA/WA-UW-45088/2020	713	North_King_County	2020-12-08
USA/WA-S3731/2020	714	North_King_County	2020-12-01
USA/WA-S2868/2020	715	South_King_County	2020-09-21
USA/WA-UW-31410/2020	716	North_King_County	2020-10-14
USA/WA-S3427/2020	717	North_King_County	2020-12-04
USA/WA-S3786/2020	717	North_King_County	2020-12-21
USA/WA-S3583/2020	717	North_King_County	2020-12-28
USA/WA-S3619/2020	717	North_King_County	2020-12-28
USA/WA-S3584/2020	717	North_King_County	2020-12-28
USA/WA-S3881/2021	717	North_King_County	2021-01-04
USA/WA-S3877/2021	717	North_King_County	2021-01-04
USA/WA-S3582/2020	717	North_King_County	2020-12-27
USA/WA-S3617/2020	717	North_King_County	2020-12-28
USA/WA-S3581/2020	717	South_King_County	2020-12-28
USA/WA-S3616/2020	717	North_King_County	2020-12-28
USA/WA-S3615/2020	717	North_King_County	2020-12-28
USA/WA-S3829/2020	717	South_King_County	2020-12-29
USA/WA-S3326/2020	717	South_King_County	2020-12-09
USA/WA-S3821/2020	717	North_King_County	2020-12-30
USA/WA-S3585/2020	718	South_King_County	2020-12-27
USA/WA-S3618/2020	719	North_King_County	2020-12-29
USA/WA-S3831/2020	719	North_King_County	2020-12-30
USA/WA-S2896/2020	720	North_King_County	2020-10-01
USA/WA-S3297/2020	721	North_King_County	2020-11-12
USA/WA-S3374/2020	721	North_King_County	2020-11-30
USA/WA-S5006/2020	722	North_King_County	2020-10-29
USA/WA-S4116/2020	723	South_King_County	2020-11-17
USA/WA-S4619/2021	724	South_King_County	2021-01-23
USA/WA-S6259/2021	724	North_King_County	2021-01-24
USA/WA-S5231/2020	725	South_King_County	2020-10-26
USA/WA-UW-31637/2020	726	South_King_County	2020-10-18
USA/WA-S3334/2020	727	North_King_County	2020-11-25
USA/WA-S4213/2021	728	South_King_County	2021-01-18
USA/WA-S5013/2020	729	South_King_County	2020-10-31
USA/WA-S5017/2020	729	South_King_County	2020-11-05
USA/WA-S5039/2020	729	South_King_County	2020-11-10
USA/WA-S4670/2020	729	North_King_County	2020-11-11
USA/WA-UW-61204/2021	729	North_King_County	2021-02-06
USA/WA-S3767/2020	729	South_King_County	2020-12-30
USA/WA-UW-60606/2021	729	South_King_County	2021-01-28
USA/WA-UW-61102/2021	730	South_King_County	2021-02-02
USA/WA-UW-11447/2020	731	North_King_County	2020-06-23
USA/WA-UW-11394/2020	732	North_King_County	2020-06-23
USA/WA-S5183/2021	733	South_King_County	2021-02-19
USA/WA-S4354/2021	734	South_King_County	2021-01-22
USA/WA-S4282/2021	734	North_King_County	2021-01-21
USA/WA-S3248/2020	735	North_King_County	2020-10-09
USA/WA-UW-20121075720/2020	736	South_King_County	2020-12-10
USA/WA-S3779/2021	736	North_King_County	2021-01-04
USA/WA-S3620/2020	736	North_King_County	2020-12-29
USA/WA-S3621/2020	736	South_King_County	2020-12-29
USA/WA-S3750/2020	736	South_King_County	2020-12-26
USA/WA-S3764/2020	736	South_King_County	2020-12-29
USA/WA-S3662/2021	736	South_King_County	2021-01-09
USA/WA-S3564/2021	736	South_King_County	2021-01-11
USA/WA-S3921/2021	736	South_King_County	2021-01-08
USA/WA-S3556/2021	736	South_King_County	2021-01-11
