strain	cluster	location	date	variant
USA/WA-UW-22030597959/2022	844	North_King_County	2022-03-05	omicron
USA/WA-CDC-LC0561807/2022	845	South_King_County	2022-02-27	omicron
USA/WA-S15952/2021	846	North_King_County	2021-12-28	omicron
USA/WA-S16502/2022	847	North_King_County	2022-01-04	omicron
USA/WA-CDC-UW21121454645/2021	847	North_King_County	2021-12-14	omicron
USA/WA-CDC-UW22010638789/2022	847	North_King_County	2022-01-06	omicron
USA/WA-CDC-UW21122825182/2021	847	South_King_County	2021-12-28	omicron
USA/WA-S16127/2022	848	North_King_County	2022-01-07	omicron
USA/WA-PHL-009816/2021	848	South_King_County	2021-12-17	omicron
USA/WA-UW-21121819982/2021	849	North_King_County	2021-12-18	omicron
USA/WA-CDC-UW22010252501/2022	850	North_King_County	2022-01-02	omicron
USA/WA-S15886/2021	851	North_King_County	2021-12-20	omicron
USA/WA-CDC-LC0446826/2021	851	South_King_County	2021-12-22	omicron
USA/WA-CDC-UW21122442135/2021	851	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW22010847229/2022	851	North_King_County	2022-01-08	omicron
USA/WA-CDC-UW22010601063/2022	851	North_King_County	2022-01-06	omicron
USA/WA-CDC-UW21121741321/2021	851	North_King_County	2021-12-17	omicron
USA/WA-CDC-UW21121673731/2021	851	North_King_County	2021-12-16	omicron
USA/WA-CDC-UW22010296573/2022	851	North_King_County	2022-01-02	omicron
USA/WA-CDC-UW21122443650/2021	851	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW22010709549/2022	851	North_King_County	2022-01-07	omicron
USA/WA-CDC-UW21123166520/2021	851	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123172381/2021	851	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123136658/2021	851	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW21123001271/2021	851	North_King_County	2021-12-30	omicron
USA/WA-CDC-UW21123135878/2021	851	South_King_County	2021-12-31	omicron
USA/WA-CDC-UW22010230309/2022	851	North_King_County	2022-01-02	omicron
USA/WA-UW-22010350270/2022	851	North_King_County	2022-01-03	omicron
USA/WA-CDC-UW21122458541/2021	851	North_King_County	2021-12-24	omicron
USA/WA-CDC-UW21121746918/2021	851	North_King_County	2021-12-17	omicron
USA/WA-CDC-UW22010419741/2022	851	North_King_County	2022-01-04	omicron
USA/WA-CDC-UW22010226616/2022	851	North_King_County	2022-01-02	omicron
USA/WA-CDC-UW22011036791/2022	851	North_King_County	2022-01-10	omicron
USA/WA-CDC-UW21121351797/2021	851	North_King_County	2021-12-13	omicron
USA/WA-CDC-UW21121243848/2021	851	North_King_County	2021-12-12	omicron
USA/WA-CDC-UW22010775345/2022	851	North_King_County	2022-01-07	omicron
USA/WA-CDC-UW21121962852/2021	851	South_King_County	2021-12-19	omicron
USA/WA-UW-21122958280/2021	851	North_King_County	2021-12-29	omicron
USA/WA-CDC-UW21123065144/2021	851	North_King_County	2021-12-30	omicron
USA/WA-CDC-UW22010638919/2022	851	North_King_County	2022-01-06	omicron
USA/WA-CDC-UW22010792691/2022	851	North_King_County	2022-01-07	omicron
USA/WA-CDC-UW22020932094/2022	852	North_King_County	2022-02-09	omicron
USA/WA-S15994/2021	853	North_King_County	2021-12-29	omicron
USA/WA-PHL-015943/2022	854	South_King_County	2022-03-03	omicron
USA/WA-UW-21122157466/2021	855	North_King_County	2021-12-21	omicron
USA/WA-CDC-LC0455125/2022	856	North_King_County	2022-01-01	omicron
USA/WA-PHL-014911/2022	856	South_King_County	2022-02-14	omicron
USA/WA-S16971/2022	856	North_King_County	2022-01-07	omicron
USA/WA-CDC-UW21120727628/2021	857	North_King_County	2021-12-07	omicron
USA/WA-S15981/2021	858	North_King_County	2021-12-29	omicron
USA/WA-S18794/2022	859	North_King_County	2022-02-02	omicron
USA/WA-CDC-UW21121712187/2021	860	North_King_County	2021-12-17	omicron
USA/WA-CDC-UW21121761830/2021	860	North_King_County	2021-12-17	omicron
USA/WA-CDC-UW22010817508/2022	861	North_King_County	2022-01-08	omicron
USA/WA-CDC-ASC210530475/2021	862	North_King_County	2021-12-08	omicron
USA/WA-S17864/2021	863	North_King_County	2021-12-20	omicron
USA/WA-S15806/2021	864	North_King_County	2021-12-16	omicron
USA/WA-UW-21122129665/2021	865	North_King_County	2021-12-21	omicron
USA/WA-PHL-010620/2022	866	North_King_County	2022-01-03	omicron
USA/WA-S16882/2022	866	South_King_County	2022-01-09	omicron
USA/WA-S19051/2022	867	North_King_County	2022-02-22	omicron
USA/WA-CDC-LC0539054/2022	868	South_King_County	2022-02-13	omicron
USA/WA-S15995/2021	869	North_King_County	2021-12-29	omicron
USA/WA-PHL-010384/2022	869	North_King_County	2022-01-07	omicron
USA/WA-S17946/2022	869	North_King_County	2022-01-17	omicron
USA/WA-S16647/2022	870	North_King_County	2022-01-05	omicron
USA/WA-S16487/2022	871	North_King_County	2022-01-04	omicron
USA/WA-S16666/2022	872	North_King_County	2022-01-05	omicron
USA/WA-CDC-UW22022805130/2022	873	North_King_County	2022-02-28	omicron
USA/WA-CDC-UW22022531268/2022	873	North_King_County	2022-02-25	omicron
USA/WA-CDC-UW22030466091/2022	873	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22022561972/2022	873	North_King_County	2022-02-25	omicron
USA/WA-CDC-UW22022835457/2022	873	North_King_County	2022-02-28	omicron
USA/WA-CDC-UW22030259723/2022	873	North_King_County	2022-03-02	omicron
USA/WA-CDC-FG-220538/2021	874	North_King_County	2021-12-23	omicron
USA/WA-CDC-UW22010809046/2022	875	North_King_County	2022-01-08	omicron
USA/WA-CDC-UW22010635755/2022	876	North_King_County	2022-01-06	omicron
USA/WA-S19062/2022	877	North_King_County	2022-02-24	omicron
USA/WA-UW-22021771091/2022	878	North_King_County	2022-02-17	omicron
USA/WA-CDC-LC0553012/2022	879	North_King_County	2022-02-11	omicron
USA/WA-CDC-UW22022665345/2022	880	North_King_County	2022-02-26	omicron
USA/WA-S16906/2022	881	North_King_County	2022-01-06	omicron
USA/WA-S17064/2022	882	North_King_County	2022-01-10	omicron
USA/WA-CDC-UW21121411182/2021	883	North_King_County	2021-12-14	omicron
USA/WA-CDC-UW22021524782/2022	884	North_King_County	2022-02-15	omicron
USA/WA-PHL-007603/2021	885	North_King_County	2021-11-27	omicron
USA/WA-PHL-009743/2021	887	North_King_County	2021-12-17	omicron
USA/WA-CDC-UW21122043237/2021	887	North_King_County	2021-12-20	omicron
USA/WA-CDC-UW21123107170/2021	887	South_King_County	2021-12-31	omicron
USA/WA-S15504/2021	887	North_King_County	2021-12-13	omicron
USA/WA-PHL-009574/2021	887	South_King_County	2021-12-14	omicron
USA/WA-S15725/2021	887	North_King_County	2021-12-14	omicron
USA/WA-CDC-UW21121660559/2021	887	North_King_County	2021-12-16	omicron
USA/WA-CDC-UW21121698525/2021	887	North_King_County	2021-12-16	omicron
USA/WA-S15765/2021	887	North_King_County	2021-12-16	omicron
USA/WA-S15775/2021	887	North_King_County	2021-12-17	omicron
USA/WA-PHL-009754/2021	887	South_King_County	2021-12-17	omicron
USA/WA-S15827/2021	887	North_King_County	2021-12-20	omicron
USA/WA-S15789/2021	887	North_King_County	2021-12-19	omicron
USA/WA-S15756/2021	887	North_King_County	2021-12-15	omicron
USA/WA-S15746/2021	887	North_King_County	2021-12-15	omicron
USA/WA-S16989/2022	888	North_King_County	2022-01-07	omicron
USA/WA-S15869/2021	888	North_King_County	2021-12-27	omicron
USA/WA-CDC-LC0446113/2021	888	North_King_County	2021-12-27	omicron
USA/WA-S17083/2022	889	North_King_County	2022-01-10	omicron
USA/WA-CDC-UW21121678467/2021	890	South_King_County	2021-12-16	omicron
USA/WA-S15769/2021	890	North_King_County	2021-12-16	omicron
USA/WA-CDC-UW21121370764/2021	891	North_King_County	2021-12-13	omicron
USA/WA-S19395/2021	892	South_King_County	2021-12-28	omicron
USA/WA-CDC-UW22030268530/2022	893	North_King_County	2022-03-02	omicron
USA/WA-PHL-010386/2022	894	South_King_County	2022-01-07	omicron
USA/WA-CDC-LC0450946/2021	895	North_King_County	2021-12-27	omicron
USA/WA-CDC-UW22030356678/2022	896	South_King_County	2022-03-03	omicron
USA/WA-S16087/2022	897	North_King_County	2022-01-07	omicron
USA/WA-S16321/2022	898	North_King_County	2022-01-03	omicron
USA/WA-S19343/2021	899	North_King_County	2021-12-28	omicron
USA/WA-S15966/2021	900	North_King_County	2021-12-28	omicron
USA/WA-S18902/2022	901	North_King_County	2022-01-02	omicron
USA/WA-S16974/2022	902	North_King_County	2022-01-07	omicron
USA/WA-S17874/2022	903	North_King_County	2022-01-14	omicron
USA/WA-S18390/2022	903	South_King_County	2022-01-22	omicron
USA/WA-CDC-UW21122196789/2021	904	South_King_County	2021-12-21	omicron
USA/WA-CDC-UW22021291120/2022	905	North_King_County	2022-02-12	omicron
USA/WA-CDC-UW22021100921/2022	905	South_King_County	2022-02-11	omicron
USA/WA-S19093/2022	906	North_King_County	2022-03-03	omicron
USA/WA-PHL-010293/2022	907	North_King_County	2022-01-06	omicron
USA/WA-CDC-UW22022135461/2022	908	North_King_County	2022-02-21	omicron
USA/WA-UW-22021544207/2022	908	North_King_County	2022-02-15	omicron
USA/WA-S18464/2022	909	South_King_County	2022-01-26	omicron
USA/WA-PHL-009765/2021	910	North_King_County	2021-12-17	omicron
USA/WA-CDC-UW22030512378/2022	911	North_King_County	2022-03-05	omicron
USA/WA-UW-21122119920/2021	912	North_King_County	2021-12-21	omicron
USA/WA-CDC-UW21122920112/2021	913	North_King_County	2021-12-29	omicron
USA/WA-CDC-UW22022838530/2022	914	North_King_County	2022-02-28	omicron
USA/WA-CDC-UW22021400411/2022	915	North_King_County	2022-02-14	omicron
USA/WA-CDC-UW22021085411/2022	915	North_King_County	2022-02-10	omicron
USA/WA-CDC-UW22021279552/2022	915	North_King_County	2022-02-12	omicron
USA/WA-PHL-014920/2022	915	South_King_County	2022-02-14	omicron
USA/WA-PHL-015936/2022	915	South_King_County	2022-03-03	omicron
USA/WA-CDC-LC0483512/2022	916	North_King_County	2022-01-10	omicron
USA/WA-CDC-UW22022514624/2022	917	South_King_County	2022-02-25	omicron
USA/WA-CDC-UW22022537396/2022	917	North_King_County	2022-02-25	omicron
USA/WA-S16916/2022	918	North_King_County	2022-01-06	omicron
USA/WA-CDC-LC0553220/2022	919	South_King_County	2022-02-16	omicron
USA/WA-S16337/2022	920	North_King_County	2022-01-03	omicron
USA/WA-S16694/2022	921	North_King_County	2022-01-05	omicron
USA/WA-S17687/2022	922	North_King_County	2022-01-14	omicron
USA/WA-CDC-LC0496839/2022	923	South_King_County	2022-01-19	omicron
USA/WA-CDC-UW22021749944/2022	923	South_King_County	2022-02-17	omicron
USA/WA-S16342/2022	924	North_King_County	2022-01-03	omicron
USA/WA-S16903/2022	925	North_King_County	2022-01-06	omicron
USA/WA-S17550/2022	926	North_King_County	2022-01-12	omicron
USA/WA-S18024/2022	927	North_King_County	2022-01-19	omicron
USA/WA-CDC-LC0483863/2022	928	North_King_County	2022-01-11	omicron
USA/WA-UW-22021613357/2022	929	South_King_County	2022-02-16	omicron
USA/WA-S18469/2022	930	North_King_County	2022-01-27	omicron
USA/WA-CDC-LC0471300/2022	931	South_King_County	2022-01-04	omicron
USA/WA-S16036/2022	932	North_King_County	2022-01-01	omicron
USA/WA-CDC-UW22030121236/2022	933	North_King_County	2022-03-01	omicron
USA/WA-S16893/2022	933	North_King_County	2022-01-06	omicron
USA/WA-UW-22030489182/2022	934	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22030498812/2022	934	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22020259160/2022	934	North_King_County	2022-02-02	omicron
USA/WA-UW-21122128814/2021	935	South_King_County	2021-12-21	omicron
USA/WA-CDC-UW22030684384/2022	936	North_King_County	2022-03-06	omicron
USA/WA-CDC-UW21123143299/2021	937	South_King_County	2021-12-31	omicron
USA/WA-S18629/2022	938	North_King_County	2022-02-12	omicron
USA/WA-CDC-LC0521127/2022	939	South_King_County	2022-02-02	omicron
USA/WA-CDC-UW22020826909/2022	940	South_King_County	2022-02-08	omicron
USA/WA-CDC-UW21121736244/2021	941	North_King_County	2021-12-17	omicron
USA/WA-S18616/2022	942	North_King_County	2022-02-10	omicron
USA/WA-CDC-UW22020817113/2022	942	North_King_County	2022-02-08	omicron
USA/WA-CDC-UW22021094946/2022	943	North_King_County	2022-02-10	omicron
USA/WA-CDC-LC0471633/2022	944	North_King_County	2022-01-04	omicron
USA/WA-CDC-LC0468215/2022	944	North_King_County	2022-01-04	omicron
USA/WA-CDC-UW22030185553/2022	945	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030165849/2022	945	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030148801/2022	945	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030169897/2022	945	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030121624/2022	945	North_King_County	2022-03-01	omicron
USA/WA-S18457/2022	946	North_King_County	2022-01-26	omicron
USA/WA-S19071/2022	947	North_King_County	2022-02-28	omicron
USA/WA-CDC-UW22021481459/2022	948	South_King_County	2022-02-14	omicron
USA/WA-S19043/2022	949	North_King_County	2022-02-20	omicron
USA/WA-UW-22022428365/2022	950	South_King_County	2022-02-24	omicron
USA/WA-CDC-LC0560068/2022	951	South_King_County	2022-03-01	omicron
USA/WA-CDC-LC0561612/2022	952	South_King_County	2022-03-03	omicron
USA/WA-S17003/2022	953	North_King_County	2022-01-08	omicron
USA/WA-CDC-UW22021514671/2022	953	South_King_County	2022-02-15	omicron
USA/WA-CDC-UW22022517265/2022	953	South_King_County	2022-02-25	omicron
USA/WA-CDC-UW22022549914/2022	953	South_King_County	2022-02-25	omicron
USA/WA-CDC-UW22022230615/2022	953	North_King_County	2022-02-22	omicron
USA/WA-CDC-UW22022678739/2022	953	North_King_County	2022-02-26	omicron
USA/WA-CDC-UW22021440963/2022	953	North_King_County	2022-02-14	omicron
USA/WA-CDC-UW22021142804/2022	953	North_King_County	2022-02-11	omicron
USA/WA-CDC-UW22021472077/2022	954	North_King_County	2022-02-14	omicron
USA/WA-CDC-UW22020888714/2022	955	North_King_County	2022-02-08	omicron
USA/WA-S18999/2022	955	North_King_County	2022-02-16	omicron
USA/WA-S17011/2022	956	South_King_County	2022-01-08	omicron
USA/WA-CDC-UW22022894087/2022	957	North_King_County	2022-02-28	omicron
USA/WA-CDC-LC0557803/2022	957	North_King_County	2022-02-28	omicron
USA/WA-CDC-UW22020875085/2022	958	South_King_County	2022-02-08	omicron
USA/WA-CDC-UW22030148221/2022	959	North_King_County	2022-03-01	omicron
USA/WA-UW-22022488505/2022	959	South_King_County	2022-02-24	omicron
USA/WA-CDC-UW22030400837/2022	959	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22030426125/2022	959	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22030454169/2022	959	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22030429122/2022	959	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22020722311/2022	960	North_King_County	2022-02-07	omicron
USA/WA-S17115/2022	961	North_King_County	2022-01-10	omicron
USA/WA-CDC-UW22021662823/2022	962	North_King_County	2022-02-16	omicron
USA/WA-CDC-LC0547976/2022	962	South_King_County	2022-02-09	omicron
USA/WA-CDC-UW22030268632/2022	963	North_King_County	2022-03-02	omicron
USA/WA-CDC-UW22021282612/2022	963	North_King_County	2022-02-12	omicron
USA/WA-CDC-UW22021969773/2022	963	North_King_County	2022-02-19	omicron
USA/WA-CDC-UW22030402396/2022	964	North_King_County	2022-03-04	omicron
USA/WA-UW-22021380209/2022	965	North_King_County	2022-02-13	omicron
USA/WA-UW-22022436655/2022	965	South_King_County	2022-02-24	omicron
USA/WA-CDC-UW22021507128/2022	965	South_King_County	2022-02-15	omicron
USA/WA-CDC-UW22030366293/2022	965	North_King_County	2022-03-03	omicron
USA/WA-CDC-UW22022138026/2022	965	South_King_County	2022-02-21	omicron
USA/WA-CDC-UW22030350293/2022	966	North_King_County	2022-03-03	omicron
USA/WA-PHL-009657/2021	967	South_King_County	2021-12-16	omicron
USA/WA-CDC-UW22030423281/2022	967	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22030116287/2022	967	North_King_County	2022-03-01	omicron
USA/WA-PHL-009918/2021	967	North_King_County	2021-12-29	omicron
USA/WA-CDC-UW22030454933/2022	968	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22030119727/2022	969	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030695366/2022	969	North_King_County	2022-03-06	omicron
USA/WA-CDC-UW22022581200/2022	970	North_King_County	2022-02-25	omicron
USA/WA-CDC-UW22030668422/2022	971	North_King_County	2022-03-06	omicron
USA/WA-CDC-UW22030447940/2022	971	North_King_County	2022-03-04	omicron
USA/WA-CDC-UW22021585339/2022	972	South_King_County	2022-02-15	omicron
USA/WA-CDC-UW22021562358/2022	973	South_King_County	2022-02-15	omicron
USA/WA-CDC-UW22022842591/2022	974	North_King_County	2022-02-28	omicron
USA/WA-CDC-UW22022885557/2022	975	North_King_County	2022-02-28	omicron
USA/WA-CDC-UW22021994565/2022	976	North_King_County	2022-02-19	omicron
USA/WA-CDC-UW22030696087/2022	977	North_King_County	2022-03-06	omicron
USA/WA-UW-22030327604/2022	978	South_King_County	2022-03-03	omicron
USA/WA-CDC-UW22022185978/2022	978	North_King_County	2022-02-21	omicron
USA/WA-CDC-UW22030512974/2022	978	North_King_County	2022-03-05	omicron
USA/WA-CDC-UW22022311621/2022	978	North_King_County	2022-02-23	omicron
USA/WA-CDC-UW22030110068/2022	978	South_King_County	2022-03-01	omicron
USA/WA-CDC-UW22020992734/2022	978	North_King_County	2022-02-09	omicron
USA/WA-PHL-014787/2022	978	North_King_County	2022-02-16	omicron
USA/WA-UW-22030554135/2022	979	North_King_County	2022-03-05	omicron
USA/WA-UW-22021640946/2022	980	South_King_County	2022-02-16	omicron
USA/WA-CDC-UW22021875316/2022	980	North_King_County	2022-02-18	omicron
USA/WA-CDC-UW22030407283/2022	980	North_King_County	2022-03-04	omicron
USA/WA-S18291/2022	981	North_King_County	2022-01-20	omicron
USA/WA-CDC-ASC210544464/2022	981	South_King_County	2022-01-25	omicron
USA/WA-S18044/2022	982	North_King_County	2022-01-19	omicron
USA/WA-CDC-UW22022668664/2022	982	North_King_County	2022-02-26	omicron
USA/WA-CDC-UW22022318602/2022	982	North_King_County	2022-02-23	omicron
USA/WA-UW-22010430400/2022	983	South_King_County	2022-01-04	omicron
USA/WA-UW-22021694458/2022	984	North_King_County	2022-02-16	omicron
USA/WA-UW-21123023347/2021	985	North_King_County	2021-12-30	omicron
USA/WA-CDC-UW22010673761/2022	985	North_King_County	2022-01-06	omicron
USA/WA-CDC-UW21121467199/2021	985	North_King_County	2021-12-14	omicron
USA/WA-CDC-UW22011078177/2022	985	North_King_County	2022-01-10	omicron
USA/WA-CDC-UW22020217488/2022	985	North_King_County	2022-02-02	omicron
USA/WA-CDC-UW22010845042/2022	985	North_King_County	2022-01-08	omicron
USA/WA-CDC-UW21122032309/2021	985	North_King_County	2021-12-20	omicron
USA/WA-CDC-UW22030142376/2022	986	North_King_County	2022-03-01	omicron
USA/WA-PHL-015944/2022	986	South_King_County	2022-03-03	omicron
USA/WA-PHL-009534/2021	987	South_King_County	2021-12-13	omicron
USA/WA-UW-22021893665/2022	988	North_King_County	2022-02-18	omicron
USA/WA-UW-22021954157/2022	988	North_King_County	2022-02-19	omicron
USA/WA-CDC-UW22030418708/2022	988	North_King_County	2022-03-04	omicron
USA/WA-PHL-012785/2022	989	North_King_County	2022-01-26	omicron
USA/WA-CDC-UW22021290540/2022	990	North_King_County	2022-02-12	omicron
USA/WA-S18023/2022	991	South_King_County	2022-01-19	omicron
USA/WA-CDC-UW22021615773/2022	992	North_King_County	2022-02-16	omicron
USA/WA-CDC-LC0514177/2022	993	South_King_County	2022-01-26	omicron
USA/WA-CDC-LC0496811/2022	994	North_King_County	2022-01-19	omicron
USA/WA-CDC-UW22020380126/2022	995	North_King_County	2022-02-03	omicron
USA/WA-CDC-LC0455079/2021	996	North_King_County	2021-12-29	omicron
USA/WA-S17212/2022	997	North_King_County	2022-01-10	omicron
USA/WA-UW-22022401952/2022	998	North_King_County	2022-02-24	omicron
USA/WA-PHL-014847/2022	999	South_King_County	2022-02-10	omicron
USA/WA-S15875/2021	1000	North_King_County	2021-12-27	omicron
USA/WA-CDC-LC0451193/2021	1001	North_King_County	2021-12-28	omicron
USA/WA-CDC-UW22022503934/2022	1002	North_King_County	2022-02-25	omicron
USA/WA-CDC-STM-4YR8Q7MSX/2022	1003	North_King_County	2022-02-01	omicron
USA/WA-CDC-LC0451175/2021	1004	North_King_County	2021-12-28	omicron
USA/WA-S17196/2022	1005	North_King_County	2022-01-13	omicron
USA/WA-CDC-LC0563288/2022	1006	North_King_County	2022-03-02	omicron
USA/WA-CDC-UW22030434895/2022	1006	North_King_County	2022-03-04	omicron
USA/WA-UW-22021588007/2022	1008	South_King_County	2022-02-15	omicron
USA/WA-CDC-UW22020840422/2022	1008	South_King_County	2022-02-08	omicron
USA/WA-CDC-UW22022886643/2022	1009	North_King_County	2022-02-28	omicron
USA/WA-UW-22021636271/2022	1009	North_King_County	2022-02-16	omicron
USA/WA-CDC-UW22011025928/2022	1010	South_King_County	2022-01-10	omicron
USA/WA-S19190/2022	1011	North_King_County	2022-02-10	omicron
USA/WA-S19153/2022	1012	North_King_County	2022-03-05	omicron
USA/WA-CDC-UW22030599460/2022	1012	North_King_County	2022-03-05	omicron
USA/WA-CDC-UW22030529515/2022	1012	South_King_County	2022-03-05	omicron
USA/WA-CDC-UW22030554457/2022	1013	North_King_County	2022-03-05	omicron
USA/WA-UW-22030555440/2022	1014	North_King_County	2022-03-05	omicron
USA/WA-CDC-UW22030515664/2022	1015	North_King_County	2022-03-05	omicron
USA/WA-CDC-UW22022532791/2022	1016	South_King_County	2022-02-25	omicron
USA/WA-PHL-015878/2022	1016	South_King_County	2022-02-28	omicron
USA/WA-CDC-LC0451188/2021	1017	North_King_County	2021-12-28	omicron
USA/WA-CDC-UW22010765740/2022	1018	South_King_County	2022-01-07	omicron
USA/WA-S16715/2022	1019	North_King_County	2022-01-05	omicron
USA/WA-CDC-UW22022675840/2022	1020	South_King_County	2022-02-26	omicron
USA/WA-CDC-UW22021096028/2022	1021	North_King_County	2022-02-10	omicron
USA/WA-S16326/2022	1022	North_King_County	2022-01-03	omicron
USA/WA-CDC-STM-A6877522G/2022	1023	North_King_County	2022-02-05	omicron
USA/WA-PHL-014530/2022	1024	South_King_County	2022-02-16	omicron
USA/WA-CDC-LC0488011/2022	1025	South_King_County	2022-01-11	omicron
USA/WA-CDC-UW22021636570/2022	1026	North_King_County	2022-02-16	omicron
USA/WA-CDC-UW22030558867/2022	1026	South_King_County	2022-03-05	omicron
USA/WA-CDC-UW22030141144/2022	1026	South_King_County	2022-03-01	omicron
USA/WA-PHL-012789/2022	1027	North_King_County	2022-01-26	omicron
USA/WA-CDC-UW22030148946/2022	1028	North_King_County	2022-03-01	omicron
USA/WA-S17731/2022	1029	North_King_County	2022-01-15	omicron
USA/WA-CDC-LC0499267/2022	1030	South_King_County	2022-01-18	omicron
USA/WA-CDC-UW22011240913/2022	1031	North_King_County	2022-01-12	omicron
USA/WA-CDC-UW22022883289/2022	1032	North_King_County	2022-02-28	omicron
USA/WA-S16726/2022	1033	North_King_County	2022-01-05	omicron
USA/WA-S17051/2022	1034	North_King_County	2022-01-10	omicron
USA/WA-UW-22020859182/2022	1035	South_King_County	2022-02-08	omicron
USA/WA-CDC-UW22011021131/2022	1036	North_King_County	2022-01-10	omicron
USA/WA-CDC-UW22022696824/2022	1037	South_King_County	2022-02-26	omicron
USA/WA-CDC-UW22030135193/2022	1037	North_King_County	2022-03-01	omicron
USA/WA-PHL-014914/2022	1038	South_King_County	2022-02-14	omicron
USA/WA-PHL-015757/2022	1039	South_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030480421/2022	1039	North_King_County	2022-03-04	omicron
USA/WA-UW-22030474678/2022	1039	North_King_County	2022-03-04	omicron
USA/WA-S15930/2021	1040	North_King_County	2021-12-28	omicron
USA/WA-CDC-UW22030102509/2022	1041	South_King_County	2022-03-01	omicron
USA/WA-S16383/2022	1041	North_King_County	2022-01-04	omicron
USA/WA-CDC-UW21121783777/2021	1042	North_King_County	2021-12-17	omicron
USA/WA-PHL-009807/2021	1043	South_King_County	2021-12-17	omicron
USA/WA-S17880/2022	1044	North_King_County	2022-01-17	omicron
USA/WA-S18161/2022	1044	North_King_County	2022-01-14	omicron
USA/WA-PHL-009880/2021	1045	South_King_County	2021-12-28	omicron
USA/WA-CDC-UW21123113599/2021	1046	North_King_County	2021-12-31	omicron
USA/WA-S16469/2021	1047	North_King_County	2021-12-29	omicron
USA/WA-S18168/2022	1048	North_King_County	2022-01-15	omicron
USA/WA-CDC-UW22021040687/2022	1048	North_King_County	2022-02-10	omicron
USA/WA-CDC-UW22010562085/2022	1049	South_King_County	2022-01-05	omicron
USA/WA-S16932/2022	1049	North_King_County	2022-01-06	omicron
USA/WA-CDC-LC0551550/2022	1049	South_King_County	2022-02-21	omicron
USA/WA-CDC-LC0521278/2022	1050	South_King_County	2022-02-03	omicron
USA/WA-CDC-UW22010275889/2022	1051	North_King_County	2022-01-02	omicron
USA/WA-CDC-UW22010467273/2022	1052	South_King_County	2022-01-04	omicron
USA/WA-S16838/2022	1053	North_King_County	2022-01-06	omicron
USA/WA-S17362/2022	1054	North_King_County	2022-01-12	omicron
USA/WA-S17251/2022	1054	North_King_County	2022-01-11	omicron
USA/WA-CDC-LC0560243/2022	1056	North_King_County	2022-03-01	omicron
USA/WA-S15990/2021	1057	North_King_County	2021-12-29	omicron
USA/WA-CDC-LC0456731/2021	1058	North_King_County	2021-12-30	omicron
USA/WA-S19052/2022	1058	North_King_County	2022-02-22	omicron
USA/WA-CDC-UW22020909692/2022	1058	North_King_County	2022-02-09	omicron
USA/WA-CDC-UW22022369077/2022	1058	South_King_County	2022-02-23	omicron
USA/WA-CDC-UW21121642741/2021	1058	North_King_County	2021-12-16	omicron
USA/WA-CDC-UW21123137775/2021	1058	North_King_County	2021-12-31	omicron
USA/WA-CDC-UW22022883450/2022	1059	North_King_County	2022-02-28	omicron
USA/WA-S18613/2022	1060	North_King_County	2022-02-09	omicron
USA/WA-PHL-008868/2021	1061	North_King_County	2021-12-20	omicron
USA/WA-UW-21122520154/2021	1062	North_King_County	2021-12-25	omicron
USA/WA-S18438/2022	1063	North_King_County	2022-01-25	omicron
USA/WA-CDC-UW21121389779/2021	1064	South_King_County	2021-12-13	omicron
USA/WA-CDC-UW22010720424/2022	1065	South_King_County	2022-01-07	omicron
USA/WA-CDC-LC0451090/2021	1066	North_King_County	2021-12-28	omicron
USA/WA-UW-22021732321/2022	1067	North_King_County	2022-02-17	omicron
USA/WA-CDC-UW22030118631/2022	1068	North_King_County	2022-03-01	omicron
USA/WA-CDC-UW22030577785/2022	1068	North_King_County	2022-03-05	omicron
USA/WA-CDC-LC0455078/2021	1069	North_King_County	2021-12-29	omicron
USA/WA-S19045/2022	1070	South_King_County	2022-02-21	omicron
USA/WA-S16675/2022	1071	North_King_County	2022-01-05	omicron
USA/WA-UW-22022373438/2022	1072	North_King_County	2022-02-23	omicron
USA/WA-CDC-LC0471393/2022	1073	South_King_County	2022-01-04	omicron
USA/WA-CDC-UW22021020595/2022	1074	North_King_County	2022-02-10	omicron
USA/WA-S17084/2022	1075	North_King_County	2022-01-10	omicron
USA/WA-UW-22011002681/2022	1076	South_King_County	2022-01-10	omicron
USA/WA-PHL-009677/2021	1077	North_King_County	2021-12-16	omicron
