start_date	poi_geo	visitor_geo	sum_visits	category
2020-09-14	North King	North King	3932784.708253321	within North
2020-09-14	North King	South King	759141.6954644616	South to North
2020-09-14	South King	North King	400385.94303144305	North to South
2020-09-14	South King	South King	3008788.4527667826	within South
2020-09-21	North King	North King	4212492.83689761	within North
2020-09-21	North King	South King	763189.4067653035	South to North
2020-09-21	South King	North King	430438.6067523816	North to South
2020-09-21	South King	South King	3325212.0360088735	within South
2020-09-28	North King	North King	4278664.325680626	within North
2020-09-28	North King	South King	702603.5540269016	South to North
2020-09-28	South King	North King	456477.10807994014	North to South
2020-09-28	South King	South King	3248879.0380392	within South
2020-10-05	North King	North King	4101710.690287722	within North
2020-10-05	North King	South King	677515.2440459802	South to North
2020-10-05	South King	North King	442385.02835903084	North to South
2020-10-05	South King	South King	3172959.442146201	within South
2020-10-12	North King	North King	4055657.3070270196	within North
2020-10-12	North King	South King	666674.166834082	South to North
2020-10-12	South King	North King	444633.85675883986	North to South
2020-10-12	South King	South King	3160448.3134109126	within South
2020-10-19	North King	North King	4144886.0532203703	within North
2020-10-19	North King	South King	694926.2579413666	South to North
2020-10-19	South King	North King	440437.4182557059	North to South
2020-10-19	South King	South King	3231815.7913563275	within South
2020-10-26	North King	North King	4202024.123858296	within North
2020-10-26	North King	South King	724750.9701983557	South to North
2020-10-26	South King	North King	494670.49216666276	North to South
2020-10-26	South King	South King	3279648.374535077	within South
2020-11-02	North King	North King	4038953.5517405304	within North
2020-11-02	North King	South King	724032.8312662818	South to North
2020-11-02	South King	North King	469276.0090487708	North to South
2020-11-02	South King	South King	3147463.6676752972	within South
2020-11-09	North King	North King	4028091.8903477206	within North
2020-11-09	North King	South King	689830.9466088023	South to North
2020-11-09	South King	North King	446900.1941622335	North to South
2020-11-09	South King	South King	3272521.663743451	within South
2020-11-16	North King	North King	3700218.203419816	within North
2020-11-16	North King	South King	649250.6258990114	South to North
2020-11-16	South King	North King	394405.3121857288	North to South
2020-11-16	South King	South King	2941563.1086978717	within South
2020-11-23	North King	North King	3525250.989615749	within North
2020-11-23	North King	South King	576933.043452248	South to North
2020-11-23	South King	North King	413546.3596389582	North to South
2020-11-23	South King	South King	2930617.722083728	within South
2020-11-30	North King	North King	3882119.3244492095	within North
2020-11-30	North King	South King	694165.108197765	South to North
2020-11-30	South King	North King	385777.69788061053	North to South
2020-11-30	South King	South King	3097576.2411278835	within South
2020-12-07	North King	North King	3873644.8703525844	within North
2020-12-07	North King	South King	704315.5132613617	South to North
2020-12-07	South King	North King	375145.63499438326	North to South
2020-12-07	South King	South King	3024295.0980950478	within South
2020-12-14	North King	North King	3904243.291377161	within North
2020-12-14	North King	South King	677055.826948335	South to North
2020-12-14	South King	North King	465545.86687587935	North to South
2020-12-14	South King	South King	3252993.1556228423	within South
2020-12-21	North King	North King	3884417.095821785	within North
2020-12-21	North King	South King	603595.9280603009	South to North
2020-12-21	South King	North King	435520.57663833577	North to South
2020-12-21	South King	South King	3146452.422134857	within South
2020-12-28	North King	North King	3791400.605991296	within North
2020-12-28	North King	South King	594207.264543606	South to North
2020-12-28	South King	North King	427063.6232910299	North to South
2020-12-28	South King	South King	3033757.6203728784	within South
2021-01-04	North King	North King	3650803.352521089	within North
2021-01-04	North King	South King	612596.211809353	South to North
2021-01-04	South King	North King	382380.04386676097	North to South
2021-01-04	South King	South King	2965987.0967000746	within South
2021-01-11	North King	North King	3786286.916967609	within North
2021-01-11	North King	South King	632126.2363856891	South to North
2021-01-11	South King	North King	389247.6193098108	North to South
2021-01-11	South King	South King	2948096.08528003	within South
2021-01-18	North King	North King	4032512.425512655	within North
2021-01-18	North King	South King	716486.8011542442	South to North
2021-01-18	South King	North King	373217.51788376865	North to South
2021-01-18	South King	South King	2968722.279155191	within South
2021-01-25	North King	North King	3923019.950367195	within North
2021-01-25	North King	South King	675739.6350373796	South to North
2021-01-25	South King	North King	364602.89608532574	North to South
2021-01-25	South King	South King	3019316.256325552	within South
2021-02-01	North King	North King	4080173.7837040876	within North
2021-02-01	North King	South King	690889.8276624689	South to North
2021-02-01	South King	North King	392611.54220658314	North to South
2021-02-01	South King	South King	3237829.8867676463	within South
2021-02-08	North King	North King	3680770.239281321	within North
2021-02-08	North King	South King	621609.5671415748	South to North
2021-02-08	South King	North King	380380.38718745264	North to South
2021-02-08	South King	South King	2997025.0309878504	within South
2021-02-15	North King	North King	4192922.6259137434	within North
2021-02-15	North King	South King	738917.3766703217	South to North
2021-02-15	South King	North King	499504.69543494156	North to South
2021-02-15	South King	South King	3466390.5832529245	within South
2021-02-22	North King	North King	4686454.261009997	within North
2021-02-22	North King	South King	794697.7425305668	South to North
2021-02-22	South King	North King	482144.12726114143	North to South
2021-02-22	South King	South King	3741423.8704209644	within South
2021-03-01	North King	North King	5038731.084563959	within North
2021-03-01	North King	South King	812625.0312811814	South to North
2021-03-01	South King	North King	520506.7842953835	North to South
2021-03-01	South King	South King	4007278.5553781684	within South
2021-03-08	North King	North King	4807529.406180396	within North
2021-03-08	North King	South King	802132.3414764489	South to North
2021-03-08	South King	North King	516390.30292090826	North to South
2021-03-08	South King	South King	3906905.5603278168	within South
2021-03-15	North King	North King	4714898.265515139	within North
2021-03-15	North King	South King	791271.3776612629	South to North
2021-03-15	South King	North King	522846.4758183098	North to South
2021-03-15	South King	South King	3823686.4705131142	within South
2021-03-22	North King	North King	4614569.386044827	within North
2021-03-22	North King	South King	746147.9154648198	South to North
2021-03-22	South King	North King	506590.70742126275	North to South
2021-03-22	South King	South King	3570142.5663451785	within South
2021-03-29	North King	North King	4973426.42574837	within North
2021-03-29	North King	South King	792715.3290773532	South to North
2021-03-29	South King	North King	566553.7166598323	North to South
2021-03-29	South King	South King	3885738.6710866736	within South
2021-04-05	North King	North King	4629089.934469261	within North
2021-04-05	North King	South King	782812.9965461663	South to North
2021-04-05	South King	North King	562265.820124338	North to South
2021-04-05	South King	South King	3731201.808933917	within South
2021-04-12	North King	North King	5066152.51369549	within North
2021-04-12	North King	South King	792795.5990840573	South to North
2021-04-12	South King	North King	585739.6924716632	North to South
2021-04-12	South King	South King	3984531.237253917	within South
2021-04-19	North King	North King	4878060.429058359	within North
2021-04-19	North King	South King	749583.2355183312	South to North
2021-04-19	South King	North King	535115.1080573292	North to South
2021-04-19	South King	South King	3735527.7311236216	within South
2021-04-26	North King	North King	4980006.582697707	within North
2021-04-26	North King	South King	748220.9421910001	South to North
2021-04-26	South King	North King	528359.1791476451	North to South
2021-04-26	South King	South King	3804099.7213825965	within South
2021-05-03	North King	North King	5023800.695531799	within North
2021-05-03	North King	South King	853507.4548144508	South to North
2021-05-03	South King	North King	525434.0208753672	North to South
2021-05-03	South King	South King	3776942.443466585	within South
2021-05-10	North King	North King	5109795.474638379	within North
2021-05-10	North King	South King	837391.2316297012	South to North
2021-05-10	South King	North King	530098.5564513019	North to South
2021-05-10	South King	South King	3804068.6303953705	within South
2021-05-17	North King	North King	5142731.690320399	within North
2021-05-17	North King	South King	780658.276881749	South to North
2021-05-17	South King	North King	539359.4668338937	North to South
2021-05-17	South King	South King	3865657.873611926	within South
2021-05-24	North King	North King	4762572.798026114	within North
2021-05-24	North King	South King	745739.5708546225	South to North
2021-05-24	South King	North King	512422.56657495967	North to South
2021-05-24	South King	South King	3623639.9728372414	within South
2021-05-31	North King	North King	5063348.960607624	within North
2021-05-31	North King	South King	775015.4895139079	South to North
2021-05-31	South King	North King	555859.9004453345	North to South
2021-05-31	South King	South King	3916870.266944453	within South
2021-06-07	North King	North King	4922632.364167477	within North
2021-06-07	North King	South King	872937.8875365141	South to North
2021-06-07	South King	North King	503888.23563777993	North to South
2021-06-07	South King	South King	3728892.20107108	within South
2021-06-14	North King	North King	5188568.949231315	within North
2021-06-14	North King	South King	884964.5730171173	South to North
2021-06-14	South King	North King	587218.9826399997	North to South
2021-06-14	South King	South King	4051717.2821791056	within South
2021-06-21	North King	North King	4906629.002137454	within North
2021-06-21	North King	South King	835588.6177244328	South to North
2021-06-21	South King	North King	593066.2606050641	North to South
2021-06-21	South King	South King	4102341.3257152243	within South
2021-06-28	North King	North King	4622329.4246646045	within North
2021-06-28	North King	South King	817254.1696504455	South to North
2021-06-28	South King	North King	592103.8032047951	North to South
2021-06-28	South King	South King	3816708.766325909	within South
2021-07-05	North King	North King	4863973.597066168	within North
2021-07-05	North King	South King	863336.7048332442	South to North
2021-07-05	South King	North King	591872.4711075441	North to South
2021-07-05	South King	South King	3736067.651551632	within South
2021-07-12	North King	North King	4731823.968282819	within North
2021-07-12	North King	South King	831502.8615728284	South to North
2021-07-12	South King	North King	584077.7958267756	North to South
2021-07-12	South King	South King	3894960.2302854923	within South
2021-07-19	North King	North King	4776867.555323591	within North
2021-07-19	North King	South King	839418.1753653444	South to North
2021-07-19	South King	North King	589637.7995824635	North to South
2021-07-19	South King	South King	3932037.4718162846	within South
2021-07-26	North King	North King	4877540.210062461	within North
2021-07-26	North King	South King	880309.610989769	South to North
2021-07-26	South King	North King	616211.4223857148	North to South
2021-07-26	South King	South King	4072327.22140476	within South
2021-08-02	North King	North King	5012027.259676814	within North
2021-08-02	North King	South King	880476.2574220217	South to North
2021-08-02	South King	North King	647736.6907177753	North to South
2021-08-02	South King	South King	4170808.61330327	within South
2021-08-09	North King	North King	4815767.109120903	within North
2021-08-09	North King	South King	850724.4548477075	South to North
2021-08-09	South King	North King	610135.8323028556	North to South
2021-08-09	South King	South King	3925288.9176039845	within South
2021-08-16	North King	North King	4843140.210155022	within North
2021-08-16	North King	South King	857807.8518860294	South to North
2021-08-16	South King	North King	630475.341181249	North to South
2021-08-16	South King	South King	3997188.7023647074	within South
2021-08-23	North King	North King	4602674.285666833	within North
2021-08-23	North King	South King	821046.9569838896	South to North
2021-08-23	South King	North King	624342.2750373691	North to South
2021-08-23	South King	South King	3954409.922770304	within South
2021-08-30	North King	North King	4810106.143378875	within North
2021-08-30	North King	South King	872742.4686304677	South to North
2021-08-30	South King	North King	587032.1647835538	North to South
2021-08-30	South King	South King	4060482.7015730627	within South
2021-09-06	North King	North King	5164530.84757003	within North
2021-09-06	North King	South King	896795.4746259388	South to North
2021-09-06	South King	North King	579200.229255304	North to South
2021-09-06	South King	South King	4221556.997087463	within South
2021-09-13	North King	North King	4988833.989015595	within North
2021-09-13	North King	South King	820433.9984580254	South to North
2021-09-13	South King	North King	564247.9214944333	North to South
2021-09-13	South King	South King	4041956.105419087	within South
2021-09-20	North King	North King	4894431.69324153	within North
2021-09-20	North King	South King	807875.7549827868	South to North
2021-09-20	South King	North King	578968.3375611524	North to South
2021-09-20	South King	South King	4023511.5399981886	within South
2021-09-27	North King	North King	5115056.672066686	within North
2021-09-27	North King	South King	861085.4640640877	South to North
2021-09-27	South King	North King	577558.2963468677	North to South
2021-09-27	South King	South King	4091917.694584034	within South
2021-10-04	North King	North King	5128572.03171885	within North
2021-10-04	North King	South King	855122.0285949429	South to North
2021-10-04	South King	North King	569370.1952440989	North to South
2021-10-04	South King	South King	4048928.8006058703	within South
2021-10-11	North King	North King	5077003.394103544	within North
2021-10-11	North King	South King	801573.2868755634	South to North
2021-10-11	South King	North King	601446.0917459407	North to South
2021-10-11	South King	South King	3976836.074069156	within South
2021-10-18	North King	North King	5261683.008175701	within North
2021-10-18	North King	South King	824737.642471793	South to North
2021-10-18	South King	North King	602502.7866585323	North to South
2021-10-18	South King	South King	4093491.4976288686	within South
2021-10-25	North King	North King	5084504.169965176	within North
2021-10-25	North King	South King	775206.4354101898	South to North
2021-10-25	South King	North King	555058.1304971798	North to South
2021-10-25	South King	South King	3942471.671464288	within South
2021-11-01	North King	North King	5230176.814540054	within North
2021-11-01	North King	South King	822974.1009834443	South to North
2021-11-01	South King	North King	549728.9662644806	North to South
2021-11-01	South King	South King	3991189.451516303	within South
2021-11-08	North King	North King	5193559.009607958	within North
2021-11-08	North King	South King	842698.9181993732	South to North
2021-11-08	South King	North King	568051.1523792173	North to South
2021-11-08	South King	South King	4024384.663546601	within South
2021-11-15	North King	North King	4575316.872888289	within North
2021-11-15	North King	South King	708440.2432422068	South to North
2021-11-15	South King	North King	568431.42430121	North to South
2021-11-15	South King	South King	3540035.2532550544	within South
2021-11-22	North King	North King	5018122.445742701	within North
2021-11-22	North King	South King	764365.8934988399	South to North
2021-11-22	South King	North King	608440.8973307596	North to South
2021-11-22	South King	South King	3795789.2386975945	within South
2021-11-29	North King	North King	4486147.341756739	within North
2021-11-29	North King	South King	694130.2857352876	South to North
2021-11-29	South King	North King	618881.3255118282	North to South
2021-11-29	South King	South King	3642468.265409175	within South
2021-12-06	North King	North King	4890866.037913313	within North
2021-12-06	North King	South King	744385.4936464918	South to North
2021-12-06	South King	North King	603111.168259305	North to South
2021-12-06	South King	South King	3762155.9712238493	within South
2021-12-13	North King	North King	4885244.268892737	within North
2021-12-13	North King	South King	738715.0513010629	South to North
2021-12-13	South King	North King	596564.6060665137	North to South
2021-12-13	South King	South King	3674714.3431245964	within South
2021-12-20	North King	North King	5006878.90770155	within North
2021-12-20	North King	South King	786171.5430331929	South to North
2021-12-20	South King	North King	679187.5750052733	North to South
2021-12-20	South King	South King	3916985.8175827265	within South
2021-12-27	North King	North King	3778145.158438213	within North
2021-12-27	North King	South King	610144.4637006308	South to North
2021-12-27	South King	North King	540103.5492364924	North to South
2021-12-27	South King	South King	3301584.6347979214	within South
2022-01-03	North King	North King	3359749.257997814	within North
2022-01-03	North King	South King	458819.09673120314	South to North
2022-01-03	South King	North King	448135.3019258672	North to South
2022-01-03	South King	South King	2872577.9495394663	within South
2022-01-10	North King	North King	4335430.391347979	within North
2022-01-10	North King	South King	622750.8548376787	South to North
2022-01-10	South King	North King	556555.1330369641	North to South
2022-01-10	South King	South King	3461671.200240973	within South
2022-01-17	North King	North King	4470717.89777819	within North
2022-01-17	North King	South King	688703.210014126	South to North
2022-01-17	South King	North King	560375.9890379612	North to South
2022-01-17	South King	South King	3540010.9165926278	within South
2022-01-24	North King	North King	4325647.053052432	within North
2022-01-24	North King	South King	683154.4509808308	South to North
2022-01-24	South King	North King	510583.1777128649	North to South
2022-01-24	South King	South King	3473109.4315815377	within South
2022-01-31	North King	North King	4270938.235917136	within North
2022-01-31	North King	South King	686975.306981828	South to North
2022-01-31	South King	North King	463224.0326304419	North to South
2022-01-31	South King	South King	3432272.5120294793	within South
2022-02-07	North King	North King	4476875.073372153	within North
2022-02-07	North King	South King	694276.305709848	South to North
2022-02-07	South King	North King	516886.37328138883	North to South
2022-02-07	South King	South King	3599757.4228502577	within South
2022-02-14	North King	North King	4736790.6280896645	within North
2022-02-14	North King	South King	702745.4642343512	South to North
2022-02-14	South King	North King	504133.96216978057	North to South
2022-02-14	South King	South King	3698612.9456276484	within South
2022-02-21	North King	North King	5014155.569767144	within North
2022-02-21	North King	South King	791379.5887925138	South to North
2022-02-21	South King	North King	638180.2988162277	North to South
2022-02-21	South King	South King	3850546.7291577444	within South
2022-02-28	North King	North King	4754775.42162302	within North
2022-02-28	North King	South King	782326.350369769	South to North
2022-02-28	South King	North King	707515.4500699908	North to South
2022-02-28	South King	South King	3865951.836473867	within South
2022-03-07	North King	North King	5158715.344581939	within North
2022-03-07	North King	South King	781620.5871593938	South to North
2022-03-07	South King	North King	616374.6492818746	North to South
2022-03-07	South King	South King	3982986.8460840276	within South
2022-03-14	North King	North King	5184414.86010457	within North
2022-03-14	North King	South King	819731.8005196581	South to North
2022-03-14	South King	North King	607053.7075724357	North to South
2022-03-14	South King	South King	3955827.130815793	within South
2022-03-21	North King	North King	4919656.309564139	within North
2022-03-21	North King	South King	764463.2401485468	South to North
2022-03-21	South King	North King	629589.4569795908	North to South
2022-03-21	South King	South King	3935359.99771491	within South
2022-03-28	North King	North King	5244599.426285882	within North
2022-03-28	North King	South King	843289.689748736	South to North
2022-03-28	South King	North King	743119.9872003017	North to South
2022-03-28	South King	South King	4037768.673206604	within South
